Year,Location,Plot_ID,Tray,Entry,Cross-Id,Cross,GH_Awns,Plot,PH,HD,Awns
2021,Raleigh,R21-SRils-998,13.10.2,97,UX2029,MPV57/GA06493-13LE6,-,998,65,111,0
2021,Raleigh,R21-SRils-999,13.10.3,96,UX2029,MPV57/GA06493-13LE6,-,999,80,111,0
2021,Raleigh,R21-SRils-1000,13.10.4,98,UX2029,MPV57/GA06493-13LE6,-,1000,93,109,0
2021,Raleigh,R21-SRils-1001,13.11.1,94,UX2029,MPV57/GA06493-13LE6,+,1001,85,113,1
2021,Raleigh,R21-SRils-1002,13.11.2,99,UX2029,MPV57/GA06493-13LE6,-,1002,93,110,0
2021,Raleigh,R21-SRils-1003,13.11.3,93,UX2029,MPV57/GA06493-13LE6,-,1003,95,112,0
2021,Raleigh,R21-SRils-1004,13.11.4,68,UX2029,MPV57/GA06493-13LE6,-,1004,100,108,0
2021,Raleigh,R21-SRils-1005,13.12.1,92,UX2029,MPV57/GA06493-13LE6,-,1005,95,112,0
2021,Raleigh,R21-SRils-1006,13.12.2,91,UX2029,MPV57/GA06493-13LE6,-,1006,90,112,0
2021,Raleigh,R21-SRils-1007,13.12.3,62,UX2029,MPV57/GA06493-13LE6,-,1007,65,104,0
2021,Raleigh,R21-SRils-1008,13.12.4,71,UX2029,MPV57/GA06493-13LE6,-,1008,70,109,0
2021,Raleigh,R21-SRils-1009,13.13.1,61,UX2029,MPV57/GA06493-13LE6,#NAME?,1009,115,106,Mix
2021,Raleigh,R21-SRils-1010,13.13.2,61,UX2029,MPV57/GA06493-13LE6,#NAME?,1010,105,109,1
2021,Raleigh,R21-SRils-1011,13.13.3,90,UX2029,MPV57/GA06493-13LE6,#NAME?,1011,108,109,Mix
2021,Raleigh,R21-SRils-1012,13.13.4,90,UX2029,MPV57/GA06493-13LE6,#NAME?,1012,105,111,1
2021,Raleigh,R21-SRils-1013,13.14.1,63,UX2029,MPV57/GA06493-13LE6,-,1013,80,112,0
2021,Raleigh,R21-SRils-1014,13.14.2,73,UX2029,MPV57/GA06493-13LE6,-,1014,80,111,0
2021,Raleigh,R21-SRils-1015,13.14.3,72,UX2029,MPV57/GA06493-13LE6,-,1015,75,111,0
2021,Raleigh,R21-SRils-1016,13.14.4,70,UX2029,MPV57/GA06493-13LE6,-,1016,90,108,0
2021,Raleigh,R21-SRils-1017,13.15.1,87,UX2029,MPV57/GA06493-13LE6,+,1017,75,111,1
2021,Raleigh,R21-SRils-1018,13.15.2,69,UX2029,MPV57/GA06493-13LE6,-,1018,70,112,0
2021,Raleigh,R21-SRils-1019,13.15.3,88,UX2029,MPV57/GA06493-13LE6,#NAME?,1019,90,111,1
2021,Raleigh,R21-SRils-1020,13.15.4,88,UX2029,MPV57/GA06493-13LE6,#NAME?,1020,95,108,Mix
2021,Raleigh,R21-SRils-1021,13.16.1,64,UX2029,MPV57/GA06493-13LE6,-,1021,75,110,0
2021,Raleigh,R21-SRils-1022,13.16.2,89,UX2029,MPV57/GA06493-13LE6,+,1022,95,112,1
2021,Raleigh,R21-SRils-1023,13.16.3,66,UX2029,MPV57/GA06493-13LE6,-,1023,70,112,0
2021,Raleigh,R21-SRils-1024,13.16.4,65,UX2029,MPV57/GA06493-13LE6,-,1024,90,108,0
2021,Raleigh,R21-SRils-1025,13.17.1,78,UX2029,MPV57/GA06493-13LE6,-,1025,95,107,0
2021,Raleigh,R21-SRils-1026,13.17.2,79,UX2029,MPV57/GA06493-13LE6,-,1026,85,105,0
2021,Raleigh,R21-SRils-1027,13.17.3,49,UX2029,MPV57/GA06493-13LE6,+,1027,80,111,1
2021,Raleigh,R21-SRils-1028,13.17.4,77,UX2029,MPV57/GA06493-13LE6,-,1028,100,111,0
2021,Raleigh,R21-SRils-1029,13.18.1,76,UX2029,MPV57/GA06493-13LE6,-,1029,100,110,0
2021,Raleigh,R21-SRils-1030,13.18.2,80,UX2029,MPV57/GA06493-13LE6,-,1030,65,112,0
2021,Raleigh,R21-SRils-1031,13.18.3,75,UX2029,MPV57/GA06493-13LE6,-,1031,70,112,0
2021,Raleigh,R21-SRils-1032,13.18.4,74,UX2029,MPV57/GA06493-13LE6,-,1032,80,112,0
2021,Raleigh,R21-SRils-1033,13.19.1,85,UX2029,MPV57/GA06493-13LE6,+,1033,95,108,1
2021,Raleigh,R21-SRils-1034,13.19.2,81,UX2029,MPV57/GA06493-13LE6,+,1034,85,108,1
2021,Raleigh,R21-SRils-1035,13.19.3,40,UX2029,MPV57/GA06493-13LE6,-,1035,90,107,0
2021,Raleigh,R21-SRils-1036,13.19.4,39,UX2029,MPV57/GA06493-13LE6,-,1036,65,114,0
2021,Raleigh,R21-SRils-1037,13.20.1,38,UX2029,MPV57/GA06493-13LE6,-,1037,90,109,0
2021,Raleigh,R21-SRils-1038,13.20.2,37,UX2029,MPV57/GA06493-13LE6,-,1038,100,107,0
2021,Raleigh,R21-SRils-1039,13.20.3,41,UX2029,MPV57/GA06493-13LE6,+,1039,95,109,1
2021,Raleigh,R21-SRils-1040,13.20.4,45,UX2029,MPV57/GA06493-13LE6,+,1040,90,112,1
2021,Raleigh,R21-SRils-1041,14.1.1,BARLEY,UX2029,Marker,+,1041,,NA,
2021,Raleigh,R21-SRils-1042,14.1.2,MPV57,UX2029,Parent,-,1042,87,111,0
2021,Raleigh,R21-SRils-1043,14.1.3,GA06493-13LE6,UX2029,Parent,+,1043,95,109,1
2021,Raleigh,R21-SRils-1044,14.1.4,MPV57,UX2029,Parent,+,1044,92,111,0
2021,Raleigh,R21-SRils-1045,14.2.1,48,UX2029,MPV57/GA06493-13LE6,+,1045,85,111,1
2021,Raleigh,R21-SRils-1046,14.2.2,50,UX2029,MPV57/GA06493-13LE6,+,1046,100,108,1
2021,Raleigh,R21-SRils-1047,14.2.3,44,UX2029,MPV57/GA06493-13LE6,+,1047,80,110,Mix
2021,Raleigh,R21-SRils-1048,14.2.4,36,UX2029,MPV57/GA06493-13LE6,-,1048,105,110,0
2021,Raleigh,R21-SRils-1049,14.3.1,46,UX2029,MPV57/GA06493-13LE6,+,1049,70,114,1
2021,Raleigh,R21-SRils-1050,14.3.2,47,UX2029,MPV57/GA06493-13LE6,+,1050,85,103,1
2021,Raleigh,R21-SRils-1051,14.3.3,52,UX2029,MPV57/GA06493-13LE6,+,1051,95,99,1
2021,Raleigh,R21-SRils-1052,14.3.4,6,UX2029,MPV57/GA06493-13LE6,+,1052,95,111,1
2021,Raleigh,R21-SRils-1053,14.4.1,11,UX2029,MPV57/GA06493-13LE6,+,1053,83,108,1
2021,Raleigh,R21-SRils-1054,14.4.2,53,UX2029,MPV57/GA06493-13LE6,+,1054,85,110,1
2021,Raleigh,R21-SRils-1055,14.4.3,54,UX2029,MPV57/GA06493-13LE6,+,1055,70,110,1
2021,Raleigh,R21-SRils-1056,14.4.4,13,UX2029,MPV57/GA06493-13LE6,+,1056,85,110,1
2021,Raleigh,R21-SRils-1057,14.5.1,55,UX2029,MPV57/GA06493-13LE6,+,1057,70,113,1
2021,Raleigh,R21-SRils-1058,14.5.2,51,UX2029,MPV57/GA06493-13LE6,+,1058,65,114,1
2021,Raleigh,R21-SRils-1059,14.5.3,MPV57,UX2029,Parent,-,1059,85,110,0
2021,Raleigh,R21-SRils-1060,14.5.4,56,UX2029,MPV57/GA06493-13LE6,+,1060,87,103,1
2021,Raleigh,R21-SRils-1061,14.6.1,57,UX2029,MPV57/GA06493-13LE6,+,1061,97,109,1
2021,Raleigh,R21-SRils-1062,14.6.2,35,UX2029,MPV57/GA06493-13LE6,-,1062,95,109,0
2021,Raleigh,R21-SRils-1063,14.6.3,58,UX2029,MPV57/GA06493-13LE6,+,1063,85,112,1
2021,Raleigh,R21-SRils-1064,14.6.4,34,UX2029,MPV57/GA06493-13LE6,-,1064,100,106,0
2021,Raleigh,R21-SRils-1065,14.7.1,GA06493-13LE6,UX2029,Parent,+,1065,85,111,1
2021,Raleigh,R21-SRils-1066,14.7.2,33,UX2029,MPV57/GA06493-13LE6,#NAME?,1066,90,110,Mix
2021,Raleigh,R21-SRils-1067,14.7.3,33,UX2029,MPV57/GA06493-13LE6,#NAME?,1067,95,110,1
2021,Raleigh,R21-SRils-1068,14.7.4,32,UX2029,MPV57/GA06493-13LE6,-,1068,92,111,0
2021,Raleigh,R21-SRils-1069,14.8.1,31,UX2029,MPV57/GA06493-13LE6,-,1069,75,112,0
2021,Raleigh,R21-SRils-1070,14.8.2,1,UX2029,MPV57/GA06493-13LE6,-,1070,95,110,0
2021,Raleigh,R21-SRils-1071,14.8.3,2,UX2029,MPV57/GA06493-13LE6,+,1071,85,109,1
2021,Raleigh,R21-SRils-1072,14.8.4,59,UX2029,MPV57/GA06493-13LE6,+,1072,72,113,1
2021,Raleigh,R21-SRils-1073,14.9.1,60,UX2029,MPV57/GA06493-13LE6,+,1073,65,110,1
2021,Raleigh,R21-SRils-1074,14.9.2,3,UX2029,MPV57/GA06493-13LE6,+,1074,68,111,1
2021,Raleigh,R21-SRils-1075,14.9.3,14,UX2029,MPV57/GA06493-13LE6,+,1075,95,108,1
2021,Raleigh,R21-SRils-1076,14.9.4,15,UX2029,MPV57/GA06493-13LE6,+,1076,100,110,1
2021,Raleigh,R21-SRils-1077,14.10.1,12,UX2029,MPV57/GA06493-13LE6,+,1077,80,107,1
2021,Raleigh,R21-SRils-1078,14.10.2,103,UX2029,MPV57/GA06493-13LE6,+,1078,85,111,1
2021,Raleigh,R21-SRils-1079,14.10.3,102,UX2029,MPV57/GA06493-13LE6,+,1079,95,109,1
2021,Raleigh,R21-SRils-1080,14.10.4,10,UX2029,MPV57/GA06493-13LE6,+,1080,107,107,1
2021,Raleigh,R21-SRils-1081,14.11.1,4,UX2029,MPV57/GA06493-13LE6,+,1081,105,108,1
2021,Raleigh,R21-SRils-1082,14.11.2,7,UX2029,MPV57/GA06493-13LE6,+,1082,65,112,1
2021,Raleigh,R21-SRils-1083,14.11.3,9,UX2029,MPV57/GA06493-13LE6,-,1083,85,111,0
2021,Raleigh,R21-SRils-1084,14.11.4,22,UX2029,MPV57/GA06493-13LE6,+,1084,80,112,1
2021,Raleigh,R21-SRils-1085,14.12.1,8,UX2029,MPV57/GA06493-13LE6,+,1085,85,102,1
2021,Raleigh,R21-SRils-1086,14.12.2,17,UX2029,MPV57/GA06493-13LE6,+,1086,75,104,1
2021,Raleigh,R21-SRils-1087,14.12.3,18,UX2029,MPV57/GA06493-13LE6,+,1087,102,108,1
2021,Raleigh,R21-SRils-1088,14.12.4,19,UX2029,MPV57/GA06493-13LE6,+,1088,75,111,1
2021,Raleigh,R21-SRils-1089,14.13.1,104,UX2029,MPV57/GA06493-13LE6,-,1089,85,112,0
2021,Raleigh,R21-SRils-1090,14.13.2,16,UX2029,MPV57/GA06493-13LE6,+,1090,80,110,1
2021,Raleigh,R21-SRils-1091,14.13.3,20,UX2029,MPV57/GA06493-13LE6,+,1091,65,110,1
2021,Raleigh,R21-SRils-1092,14.13.4,5,UX2029,MPV57/GA06493-13LE6,+,1092,75,109,1
2021,Raleigh,R21-SRils-1093,14.14.1,21,UX2029,MPV57/GA06493-13LE6,+,1093,90,109,1
2021,Raleigh,R21-SRils-1094,14.14.2,23,UX2029,MPV57/GA06493-13LE6,+,1094,95,102,0
2021,Raleigh,R21-SRils-1095,14.14.3,30,UX2029,MPV57/GA06493-13LE6,-,1095,75,110,0
2021,Raleigh,R21-SRils-1096,14.14.4,109,UX2029,MPV57/GA06493-13LE6,+,1096,95,104,1
2021,Raleigh,R21-SRils-1097,14.15.1,27,UX2029,MPV57/GA06493-13LE6,#NAME?,1097,65,117,1
2021,Raleigh,R21-SRils-1098,14.15.2,27,UX2029,MPV57/GA06493-13LE6,#NAME?,1098,67,113,Mix
2021,Raleigh,R21-SRils-1099,14.15.3,29,UX2029,MPV57/GA06493-13LE6,-,1099,110,104,0
2021,Raleigh,R21-SRils-1100,14.15.4,101,UX2029,MPV57/GA06493-13LE6,+,1100,95,110,1
2021,Raleigh,R21-SRils-1101,14.16.1,24,UX2029,MPV57/GA06493-13LE6,-,1101,80,103,0
2021,Raleigh,R21-SRils-1102,14.16.2,106,UX2029,MPV57/GA06493-13LE6,-,1102,95,104,0
2021,Raleigh,R21-SRils-1103,14.16.3,107,UX2029,MPV57/GA06493-13LE6,-,1103,100,104,0
2021,Raleigh,R21-SRils-1104,14.16.4,25,UX2029,MPV57/GA06493-13LE6,-,1104,75,114,0
2021,Raleigh,R21-SRils-1105,14.17.1,26,UX2029,MPV57/GA06493-13LE6,#NAME?,1105,105,108,1
2021,Raleigh,R21-SRils-1106,14.17.2,26,UX2029,MPV57/GA06493-13LE6,#NAME?,1106,100,103,0
2021,Raleigh,R21-SRils-1107,14.17.3,108,UX2029,MPV57/GA06493-13LE6,+,1107,100,113,1
2021,Raleigh,R21-SRils-1108,14.17.4,Blank,UX2029,Blank,.,1108,,NA,
2021,Raleigh,R21-SRils-1109,14.18.1,GA06493-13LE6,UX2029,Parent,+,1109,85,110,1
2021,Raleigh,R21-SRils-1110,14.18.2,GA06493-13LE6,UX2029,Parent,+,1110,85,110,1
2021,Raleigh,R21-SRils-1111,14.18.3,MPV57,UX2029,Parent,-,1111,85,111,0
2021,Raleigh,R21-SRils-1112,14.18.4,MPV57,UX2029,Parent,-,1112,85,111,0
2021,Raleigh,R21-SRils-1113,14.19.1,DM44-2,DM,DM,+,1113,,114,1
2021,Raleigh,R21-SRils-1114,14.19.2,DM44-2,DM,DM,+,1114,,113,1
2021,Raleigh,R21-SRils-1115,14.19.3,DM45-5,DM,DM,+,1115,,101,1
2021,Raleigh,R21-SRils-1116,14.19.4,DM45-5,DM,DM,+,1116,,106,1
2021,Raleigh,R21-SRils-1117,14.20.1,DM43-1,DM,DM,+,1117,,118,1
2021,Raleigh,R21-SRils-1118,14.20.2,DM43-1,DM,DM,+,1118,,118,1
2021,Raleigh,R21-SRils-1119,14.20.3,DM47-1,DM,DM,+,1119,,110,0
2021,Raleigh,R21-SRils-1120,14.20.4,DM47-1,DM,DM,+,1120,,111,0
2021,Raleigh,R21-SRils-1121,15.1.1,Barley,UX1989,Marker,+,1121,,NA,
2021,Raleigh,R21-SRils-1122,15.1.2,NC8248-1,UX1989,Parent,+,1122,95,101,1
2021,Raleigh,R21-SRils-1123,15.1.3,GA06493-13LE6,UX1989,Parent,+,1123,95,107,1
2021,Raleigh,R21-SRils-1124,15.1.4,7,UX1989,NC8248-1/GA06493-13LE6,+,1124,105,108,1
2021,Raleigh,R21-SRils-1125,15.2.1,72,UX1989,NC8248-1/GA06493-13LE6,+,1125,90,108,1
2021,Raleigh,R21-SRils-1126,15.2.2,74,UX1989,NC8248-1/GA06493-13LE6,+,1126,105,108,1
2021,Raleigh,R21-SRils-1127,15.2.3,75,UX1989,NC8248-1/GA06493-13LE6,+,1127,105,104,1
2021,Raleigh,R21-SRils-1128,15.2.4,76,UX1989,NC8248-1/GA06493-13LE6,+,1128,100,104,1
2021,Raleigh,R21-SRils-1129,15.3.1,78,UX1989,NC8248-1/GA06493-13LE6,+,1129,90,107,1
2021,Raleigh,R21-SRils-1130,15.3.2,9,UX1989,NC8248-1/GA06493-13LE6,+,1130,90,104,1
2021,Raleigh,R21-SRils-1131,15.3.3,80,UX1989,NC8248-1/GA06493-13LE6,+,1131,103,104,1
2021,Raleigh,R21-SRils-1132,15.3.4,81,UX1989,NC8248-1/GA06493-13LE6,+,1132,100,105,1
2021,Raleigh,R21-SRils-1133,15.4.1,82,UX1989,NC8248-1/GA06493-13LE6,+,1133,85,106,1
2021,Raleigh,R21-SRils-1134,15.4.2,83,UX1989,NC8248-1/GA06493-13LE6,+,1134,110,104,1
2021,Raleigh,R21-SRils-1135,15.4.3,84,UX1989,NC8248-1/GA06493-13LE6,+,1135,90,107,1
2021,Raleigh,R21-SRils-1136,15.4.4,85,UX1989,NC8248-1/GA06493-13LE6,+,1136,95,104,1
2021,Raleigh,R21-SRils-1137,15.5.1,86,UX1989,NC8248-1/GA06493-13LE6,+,1137,90,103,1
2021,Raleigh,R21-SRils-1138,15.5.2,87,UX1989,NC8248-1/GA06493-13LE6,+,1138,103,103,1
2021,Raleigh,R21-SRils-1139,15.5.3,88,UX1989,NC8248-1/GA06493-13LE6,+,1139,100,102,1
2021,Raleigh,R21-SRils-1140,15.5.4,89,UX1989,NC8248-1/GA06493-13LE6,+,1140,100,102,1
2021,Raleigh,R21-SRils-1141,15.6.1,90,UX1989,NC8248-1/GA06493-13LE6,+,1141,90,108,1
2021,Raleigh,R21-SRils-1142,15.6.2,91,UX1989,NC8248-1/GA06493-13LE6,+,1142,100,104,1
2021,Raleigh,R21-SRils-1143,15.6.3,92,UX1989,NC8248-1/GA06493-13LE6,+,1143,85,104,1
2021,Raleigh,R21-SRils-1144,15.6.4,93,UX1989,NC8248-1/GA06493-13LE6,+,1144,97,107,1
2021,Raleigh,R21-SRils-1145,15.7.1,94,UX1989,NC8248-1/GA06493-13LE6,+,1145,95,107,1
2021,Raleigh,R21-SRils-1146,15.7.2,95,UX1989,NC8248-1/GA06493-13LE6,+,1146,102,108,1
2021,Raleigh,R21-SRils-1147,15.7.3,96,UX1989,NC8248-1/GA06493-13LE6,+,1147,95,110,1
2021,Raleigh,R21-SRils-1148,15.7.4,98,UX1989,NC8248-1/GA06493-13LE6,+,1148,95,102,1
2021,Raleigh,R21-SRils-1149,15.8.1,99,UX1989,NC8248-1/GA06493-13LE6,+,1149,100,106,1
2021,Raleigh,R21-SRils-1150,15.8.2,100,UX1989,NC8248-1/GA06493-13LE6,+,1150,103,104,1
2021,Raleigh,R21-SRils-1151,15.8.3,101,UX1989,NC8248-1/GA06493-13LE6,+,1151,70,108,1
2021,Raleigh,R21-SRils-1152,15.8.4,102,UX1989,NC8248-1/GA06493-13LE6,+,1152,105,102,1
2021,Raleigh,R21-SRils-1153,15.9.1,103,UX1989,NC8248-1/GA06493-13LE6,+,1153,95,104,1
2021,Raleigh,R21-SRils-1154,15.9.2,104,UX1989,NC8248-1/GA06493-13LE6,+,1154,95,107,1
2021,Raleigh,R21-SRils-1155,15.9.3,106,UX1989,NC8248-1/GA06493-13LE6,+,1155,100,107,1
2021,Raleigh,R21-SRils-1156,15.9.4,107,UX1989,NC8248-1/GA06493-13LE6,+,1156,90,102,1
2021,Raleigh,R21-SRils-1157,15.10.1,108,UX1989,NC8248-1/GA06493-13LE6,+,1157,90,107,1
2021,Raleigh,R21-SRils-1158,15.10.2,109,UX1989,NC8248-1/GA06493-13LE6,+,1158,90,107,1
2021,Raleigh,R21-SRils-1159,15.10.3,110,UX1989,NC8248-1/GA06493-13LE6,+,1159,95,102,1
2021,Raleigh,R21-SRils-1160,15.10.4,111,UX1989,NC8248-1/GA06493-13LE6,+,1160,85,108,1
2021,Raleigh,R21-SRils-1161,15.11.1,112,UX1989,NC8248-1/GA06493-13LE6,+,1161,83,109,1
2021,Raleigh,R21-SRils-1162,15.11.2,113,UX1989,NC8248-1/GA06493-13LE6,+,1162,90,110,1
2021,Raleigh,R21-SRils-1163,15.11.3,114,UX1989,NC8248-1/GA06493-13LE6,+,1163,95,103,1
2021,Raleigh,R21-SRils-1164,15.11.4,115,UX1989,NC8248-1/GA06493-13LE6,+,1164,93,107,1
2021,Raleigh,R21-SRils-1165,15.12.1,116,UX1989,NC8248-1/GA06493-13LE6,+,1165,73,110,1
2021,Raleigh,R21-SRils-1166,15.12.2,117,UX1989,NC8248-1/GA06493-13LE6,+,1166,90,108,1
2021,Raleigh,R21-SRils-1167,15.12.3,118,UX1989,NC8248-1/GA06493-13LE6,+,1167,85,107,1
2021,Raleigh,R21-SRils-1168,15.12.4,119,UX1989,NC8248-1/GA06493-13LE6,+,1168,90,102,1
2021,Raleigh,R21-SRils-1169,15.13.1,120,UX1989,NC8248-1/GA06493-13LE6,+,1169,,NA,1
2021,Raleigh,R21-SRils-1170,15.13.2,121,UX1989,NC8248-1/GA06493-13LE6,+,1170,,NA,1
2021,Raleigh,R21-SRils-1171,15.13.3,122,UX1989,NC8248-1/GA06493-13LE6,+,1171,87,102,1
2021,Raleigh,R21-SRils-1172,15.13.4,123,UX1989,NC8248-1/GA06493-13LE6,+,1172,100,104,1
2021,Raleigh,R21-SRils-1173,15.14.1,124,UX1989,NC8248-1/GA06493-13LE6,+,1173,65,108,1
2021,Raleigh,R21-SRils-1174,15.14.2,125,UX1989,NC8248-1/GA06493-13LE6,+,1174,75,109,1
2021,Raleigh,R21-SRils-1175,15.14.3,126,UX1989,NC8248-1/GA06493-13LE6,+,1175,85,104,1
2021,Raleigh,R21-SRils-1176,15.14.4,127,UX1989,NC8248-1/GA06493-13LE6,+,1176,80,108,1
2021,Raleigh,R21-SRils-1177,15.15.1,128,UX1989,NC8248-1/GA06493-13LE6,+,1177,85,104,1
2021,Raleigh,R21-SRils-1178,15.15.2,129,UX1989,NC8248-1/GA06493-13LE6,+,1178,95,104,1
2021,Raleigh,R21-SRils-1179,15.15.3,130,UX1989,NC8248-1/GA06493-13LE6,+,1179,85,103,1
2021,Raleigh,R21-SRils-1180,15.15.4,131,UX1989,NC8248-1/GA06493-13LE6,+,1180,85,104,1
2021,Raleigh,R21-SRils-1181,15.16.1,132,UX1989,NC8248-1/GA06493-13LE6,+,1181,80,107,1
2021,Raleigh,R21-SRils-1182,15.16.2,133,UX1989,NC8248-1/GA06493-13LE6,+,1182,80,104,1
2021,Raleigh,R21-SRils-1183,15.16.3,134,UX1989,NC8248-1/GA06493-13LE6,+,1183,85,104,1
2021,Raleigh,R21-SRils-1184,15.16.4,135,UX1989,NC8248-1/GA06493-13LE6,+,1184,95,105,1
2021,Raleigh,R21-SRils-1185,15.17.1,136,UX1989,NC8248-1/GA06493-13LE6,+,1185,80,107,1
2021,Raleigh,R21-SRils-1186,15.17.2,137,UX1989,NC8248-1/GA06493-13LE6,+,1186,83,107,1
2021,Raleigh,R21-SRils-1187,15.17.3,138,UX1989,NC8248-1/GA06493-13LE6,+,1187,85,108,1
2021,Raleigh,R21-SRils-1188,15.17.4,139,UX1989,NC8248-1/GA06493-13LE6,+,1188,85,107,1
2021,Raleigh,R21-SRils-1189,15.18.1,140,UX1989,NC8248-1/GA06493-13LE6,+,1189,80,107,1
2021,Raleigh,R21-SRils-1190,15.18.2,141,UX1989,NC8248-1/GA06493-13LE6,+,1190,80,108,1
2021,Raleigh,R21-SRils-1191,15.18.3,142,UX1989,NC8248-1/GA06493-13LE6,+,1191,82,107,1
2021,Raleigh,R21-SRils-1192,15.18.4,143,UX1989,NC8248-1/GA06493-13LE6,+,1192,85,104,1
2021,Raleigh,R21-SRils-1193,15.19.1,144,UX1989,NC8248-1/GA06493-13LE6,+,1193,75,109,1
2021,Raleigh,R21-SRils-1194,15.19.2,145,UX1989,NC8248-1/GA06493-13LE6,+,1194,,NA,1
2021,Raleigh,R21-SRils-1195,15.19.3,146,UX1989,NC8248-1/GA06493-13LE6,+,1195,75,109,1
2021,Raleigh,R21-SRils-1196,15.19.4,147,UX1989,NC8248-1/GA06493-13LE6,+,1196,85,103,1
2021,Raleigh,R21-SRils-1197,15.20.1,148,UX1989,NC8248-1/GA06493-13LE6,+,1197,80,104,1
2021,Raleigh,R21-SRils-1198,15.20.2,GA001138-8E36,UX1991,Parent,+,1198,90,109,1
2021,Raleigh,R21-SRils-1199,15.20.3,GA06493-13LE6,UX1991,Parent,+,1199,87,109,1
2021,Raleigh,R21-SRils-1200,15.20.4,84,UX1991,GA001138-8E36/GA06493-13LE6,+,1200,90,105,1
2021,Raleigh,R21-SRils-1201,16.1.1,Barley,UX1991,Marker,+,1201,,NA,1
2021,Raleigh,R21-SRils-1202,16.1.2,85,UX1991,GA001138-8E36/GA06493-13LE6,+,1202,85,104,1
2021,Raleigh,R21-SRils-1203,16.1.3,86,UX1991,GA001138-8E36/GA06493-13LE6,+,1203,85,111,1
2021,Raleigh,R21-SRils-1204,16.1.4,87,UX1991,GA001138-8E36/GA06493-13LE6,+,1204,87,104,1
2021,Raleigh,R21-SRils-1205,16.2.1,89,UX1991,GA001138-8E36/GA06493-13LE6,+,1205,95,110,1
2021,Raleigh,R21-SRils-1206,16.2.2,90,UX1991,GA001138-8E36/GA06493-13LE6,+,1206,90,110,1
2021,Raleigh,R21-SRils-1207,16.2.3,91,UX1991,GA001138-8E36/GA06493-13LE6,+,1207,90,104,1
2021,Raleigh,R21-SRils-1208,16.2.4,92,UX1991,GA001138-8E36/GA06493-13LE6,+,1208,87,108,1
2021,Raleigh,R21-SRils-1209,16.3.1,93,UX1991,GA001138-8E36/GA06493-13LE6,+,1209,87,112,1
2021,Raleigh,R21-SRils-1210,16.3.2,95,UX1991,GA001138-8E36/GA06493-13LE6,+,1210,90,104,1
2021,Raleigh,R21-SRils-1211,16.3.3,97,UX1991,GA001138-8E36/GA06493-13LE6,+,1211,100,107,1
2021,Raleigh,R21-SRils-1212,16.3.4,98,UX1991,GA001138-8E36/GA06493-13LE6,+,1212,95,103,1
2021,Raleigh,R21-SRils-1213,16.4.1,99,UX1991,GA001138-8E36/GA06493-13LE6,+,1213,105,107,1
2021,Raleigh,R21-SRils-1214,16.4.2,100,UX1991,GA001138-8E36/GA06493-13LE6,+,1214,100,107,1
2021,Raleigh,R21-SRils-1215,16.4.3,101,UX1991,GA001138-8E36/GA06493-13LE6,+,1215,85,112,1
2021,Raleigh,R21-SRils-1216,16.4.4,103,UX1991,GA001138-8E36/GA06493-13LE6,+,1216,97,119,1
2021,Raleigh,R21-SRils-1217,16.5.1,109,UX1991,GA001138-8E36/GA06493-13LE6,+,1217,87,108,1
2021,Raleigh,R21-SRils-1218,16.5.2,110,UX1991,GA001138-8E36/GA06493-13LE6,+,1218,85,117,1
2021,Raleigh,R21-SRils-1219,16.5.3,111,UX1991,GA001138-8E36/GA06493-13LE6,+,1219,84,104,1
2021,Raleigh,R21-SRils-1220,16.5.4,113,UX1991,GA001138-8E36/GA06493-13LE6,+,1220,90,108,1
2021,Raleigh,R21-SRils-1221,16.6.1,114,UX1991,GA001138-8E36/GA06493-13LE6,+,1221,90,108,1
2021,Raleigh,R21-SRils-1222,16.6.2,115,UX1991,GA001138-8E36/GA06493-13LE6,+,1222,85,113,1
2021,Raleigh,R21-SRils-1223,16.6.3,117,UX1991,GA001138-8E36/GA06493-13LE6,+,1223,75,109,1
2021,Raleigh,R21-SRils-1224,16.6.4,122,UX1991,GA001138-8E36/GA06493-13LE6,+,1224,75,105,1
2021,Raleigh,R21-SRils-1225,16.7.1,124,UX1991,GA001138-8E36/GA06493-13LE6,+,1225,91,108,1
2021,Raleigh,R21-SRils-1226,16.7.2,125,UX1991,GA001138-8E36/GA06493-13LE6,+,1226,92,106,1
2021,Raleigh,R21-SRils-1227,16.7.3,129,UX1991,GA001138-8E36/GA06493-13LE6,+,1227,90,108,1
2021,Raleigh,R21-SRils-1228,16.7.4,131,UX1991,GA001138-8E36/GA06493-13LE6,+,1228,80,112,1
2021,Raleigh,R21-SRils-1229,16.8.1,132,UX1991,GA001138-8E36/GA06493-13LE6,+,1229,80,110,1
2021,Raleigh,R21-SRils-1230,16.8.2,134,UX1991,GA001138-8E36/GA06493-13LE6,+,1230,85,115,1
2021,Raleigh,R21-SRils-1231,16.8.3,137,UX1991,GA001138-8E36/GA06493-13LE6,+,1231,90,111,1
2021,Raleigh,R21-SRils-1232,16.8.4,139,UX1991,GA001138-8E36/GA06493-13LE6,+,1232,85,108,1
2021,Raleigh,R21-SRils-1233,16.9.1,141,UX1991,GA001138-8E36/GA06493-13LE6,+,1233,105,118,1
2021,Raleigh,R21-SRils-1234,16.9.2,142,UX1991,GA001138-8E36/GA06493-13LE6,+,1234,90,107,1
