"Entry","Awns","WDR","Powdery_mildew","SNB","Height","Rust","ave_SpS","ave_infert","WeightOf1000Particles","SampleAreaAverage","WKAreaMedian","days_to_head","seeds_per_spikelet"
"UX1994-16",1,2,1,NA,85,NA,NA,NA,NA,NA,NA,157,NA
"UX1994-163",0,3,0,NA,80,NA,NA,NA,NA,NA,NA,157,NA
"UX1994-168",0,3,NA,3,80,NA,NA,NA,NA,NA,NA,160,NA
"UX1994-17",1,2,NA,4,90,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-171",1,3,NA,3,90,NA,NA,NA,NA,NA,NA,157,NA
"UX1994-173",1,2,1,NA,80,NA,NA,NA,NA,NA,NA,161,NA
"UX1994-174",0,3,3,NA,75,NA,NA,NA,NA,NA,NA,158,NA
"UX1994-177",1,2,NA,3,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-178",1,2,1,NA,70,NA,NA,NA,NA,NA,NA,157,NA
"UX1994-18",1,2,0,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-180",1,2,1,NA,85,NA,NA,NA,NA,NA,NA,160,NA
"UX1994-181",1,3,0,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX1994-183",0,3,1,NA,75,NA,NA,NA,NA,NA,NA,160,NA
"UX1994-184",0,3,1,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX1994-185",0,3,NA,3,80,NA,NA,NA,NA,NA,NA,157,NA
"UX1994-188",1,2,1,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-19",1,2,NA,3,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-191",0,3,0,NA,80,NA,NA,NA,NA,NA,NA,158,NA
"UX1994-192",0,1,1,NA,85,NA,NA,NA,NA,NA,NA,160,NA
"UX1994-195",0,2,1,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-196",1,2,NA,3,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-198",0,2,1,NA,80,NA,NA,NA,NA,NA,NA,157,NA
"UX1994-199",0,3,NA,2,80,NA,NA,NA,NA,NA,NA,157,NA
"UX1994-20",1,2,0,4,90,NA,NA,NA,NA,NA,NA,160,NA
"UX1994-201",0,2,NA,3,90,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-202",1,3,1,NA,80,NA,NA,NA,NA,NA,NA,160,NA
"UX1994-205",0,1,2,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-207",1,2,NA,5,90,NA,NA,NA,NA,NA,NA,160,NA
"UX1994-208",0,2,0,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-210",0,3,0,NA,90,NA,NA,NA,NA,NA,NA,161,NA
"UX1994-211",0,3,1,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-214",0,2,NA,4,95,NA,NA,NA,NA,NA,NA,161,NA
"UX1994-218",1,2,1,NA,85,NA,NA,NA,NA,NA,NA,162,NA
"UX1994-22",1,2,NA,4,85,NA,NA,NA,NA,NA,NA,156,NA
"UX1994-24",1,1,0,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX1994-25",1,3,NA,1,85,NA,NA,NA,NA,NA,NA,161,NA
"UX1994-26",1,2,1,NA,90,NA,NA,NA,NA,NA,NA,161,NA
"UX1994-27",1,2,NA,2,80,NA,NA,NA,NA,NA,NA,157,NA
"UX1994-29",1,1,0,NA,90,NA,NA,NA,NA,NA,NA,163,NA
"UX1994-3",1,3,1,NA,85,NA,NA,NA,NA,NA,NA,157,NA
"UX1994-31",1,2,NA,3,95,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-32",1,2,NA,4,90,NA,NA,NA,NA,NA,NA,155,NA
"UX1994-33",1,2,NA,3,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-34",0,2,1,NA,70,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-35",0,2,NA,3,80,NA,NA,NA,NA,NA,NA,162,NA
"UX1994-36",1,2,NA,3,85,NA,NA,NA,NA,NA,NA,163,NA
"UX1994-37",1,2,NA,2,80,NA,NA,NA,NA,NA,NA,161,NA
"UX1994-38",1,1,1,NA,80,NA,NA,NA,NA,NA,NA,160,NA
"UX1994-41",1,2,NA,3,85,NA,NA,NA,NA,NA,NA,160,NA
"UX1994-42",1,2,0,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-43",1,3,NA,2,85,NA,NA,NA,NA,NA,NA,157,NA
"UX1994-46",1,2,NA,3,85,NA,NA,NA,NA,NA,NA,165,NA
"UX1994-47",1,2,NA,2,90,NA,NA,NA,NA,NA,NA,163,NA
"UX1994-48",1,3,0,3,85,NA,NA,NA,NA,NA,NA,158,NA
"UX1994-49",1,3,1,NA,90,NA,NA,NA,NA,NA,NA,158,NA
"UX1994-50",0,2,0,NA,85,NA,NA,NA,NA,NA,NA,160,NA
"UX1994-51",1,1,NA,3,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-52",1,2,0,3,85,NA,NA,NA,NA,NA,NA,158,NA
"UX1994-53",1,3,0,3,80,NA,NA,NA,NA,NA,NA,161,NA
"UX1994-54",1,2,1,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-56",0,3,1,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX1994-58",0,2,1,NA,75,NA,NA,NA,NA,NA,NA,160,NA
"UX1994-59",1,2,0,NA,80,NA,NA,NA,NA,NA,NA,161,NA
"UX1994-61",0,3,0,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-62",1,2,0,NA,85,NA,NA,NA,NA,NA,NA,157,NA
"UX1994-63",1,2,0,NA,95,NA,NA,NA,NA,NA,NA,161,NA
"UX1994-64",1,1,2,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-65",0,3,NA,1,90,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-66",1,2,1,2,85,NA,NA,NA,NA,NA,NA,161,NA
"UX1994-67",1,2,1,NA,85,NA,NA,NA,NA,NA,NA,160,NA
"UX1994-68",1,3,2,NA,90,NA,NA,NA,NA,NA,NA,161,NA
"UX1994-69",0,3,2,NA,90,NA,NA,NA,NA,NA,NA,157,NA
"UX1994-70",0,2,1,NA,90,NA,NA,NA,NA,NA,NA,160,NA
"UX1994-71",1,2,1,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-72",0,2,NA,2,90,NA,NA,NA,NA,NA,NA,161,NA
"UX1994-73",0,2,0,NA,80,NA,NA,NA,NA,NA,NA,161,NA
"UX1994-74",1,2,1,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-75",0,2,NA,4,85,NA,NA,NA,NA,NA,NA,161,NA
"UX1994-76",0,2,NA,2,90,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-77",0,2,1,NA,90,NA,NA,NA,NA,NA,NA,158,NA
"UX1994-79",0,2,1,NA,85,NA,NA,NA,NA,NA,NA,160,NA
"UX1994-8",1,2,1,NA,90,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-80",1,2,0,NA,80,NA,NA,NA,NA,NA,NA,158,NA
"UX1994-81",0,2,NA,3,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-83",1,2,1,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-86",0,2,1,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-87",0,2,NA,4,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-9",1,2,0,NA,90,NA,NA,NA,NA,NA,NA,163,NA
"UX1994-90",0,1,1,2,80,NA,NA,NA,NA,NA,NA,160,NA
"UX1994-91",0,3,1,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-93",1,2,0,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX1994-94",1,3,NA,3,85,NA,NA,NA,NA,NA,NA,160,NA
"UX1994-96",1,3,0,NA,90,NA,NA,NA,NA,NA,NA,158,NA
"UX1994-97",0,2,1,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX1994-98",1,2,NA,4,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1994-99",1,2,NA,2,90,NA,NA,NA,NA,NA,NA,161,NA
"UX1995-1",0,3,1,2,80,NA,NA,NA,NA,NA,NA,157,NA
"UX1995-10",1,3,3.5,5,65,NA,NA,NA,NA,NA,NA,158,NA
"UX1995-100",0,2,0,4,75,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-101",1,2,0,5,80,NA,NA,NA,NA,NA,NA,158,NA
"UX1995-104",0,3,3,4,75,NA,NA,NA,NA,NA,NA,157,NA
"UX1995-105",1,3,0,4,95,NA,NA,NA,NA,NA,NA,158,NA
"UX1995-106",0,1,0,3,65,NA,NA,NA,NA,NA,NA,163,NA
"UX1995-107",0,2,0,3,85,NA,NA,NA,NA,NA,NA,160,NA
"UX1995-109",1,1,0,3,70,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-11",0,1,2,3,85,NA,NA,NA,NA,NA,NA,160,NA
"UX1995-110",1,2,1,2,75,NA,NA,NA,NA,NA,NA,156,NA
"UX1995-112",0,3,0,4,75,NA,NA,NA,NA,NA,NA,156,NA
"UX1995-113",0,1,4,3,90,NA,NA,NA,NA,NA,NA,161,NA
"UX1995-114",0,4,0,4,75,NA,NA,NA,NA,NA,NA,158,NA
"UX1995-115",1,3,1,NA,60,NA,NA,NA,NA,NA,NA,157,NA
"UX1995-117",1,1,3.5,4,75,NA,NA,NA,NA,NA,NA,163,NA
"UX1995-121",1,1,0,2,75,NA,NA,NA,NA,NA,NA,166,NA
"UX1995-123",1,1,0,4,75,NA,NA,NA,NA,NA,NA,163,NA
"UX1995-127",0,2,0,3,85,NA,NA,NA,NA,NA,NA,161,NA
"UX1995-128",0,2,0,NA,65,NA,NA,NA,NA,NA,NA,157,NA
"UX1995-129",0,2,0,4,65,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-13",1,2,1,3,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-130",1,2,1,4,85,NA,NA,NA,NA,NA,NA,163,NA
"UX1995-131",1,3,4,NA,65,NA,NA,NA,NA,NA,NA,165,NA
"UX1995-132",0,2,1,4,85,NA,NA,NA,NA,NA,NA,161,NA
"UX1995-135",1,2,0,3,70,NA,NA,NA,NA,NA,NA,161,NA
"UX1995-136",0,1,0,2,70,NA,NA,NA,NA,NA,NA,164,NA
"UX1995-137",0,2,0,3,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-139",0,3,0,4,65,NA,NA,NA,NA,NA,NA,156,NA
"UX1995-140",1,3,0,2,75,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-141",1,1,1,5,80,NA,NA,NA,NA,NA,NA,160,NA
"UX1995-142",1,1,2,4,85,NA,NA,NA,NA,NA,NA,158,NA
"UX1995-144",0,2,3,3,75,NA,NA,NA,NA,NA,NA,156,NA
"UX1995-145",0,3,4,NA,70,NA,NA,NA,NA,NA,NA,160,NA
"UX1995-147",1,4,0,NA,55,NA,NA,NA,NA,NA,NA,158,NA
"UX1995-149",1,2,3,3,75,NA,NA,NA,NA,NA,NA,163,NA
"UX1995-15",1,3,3,NA,70,NA,NA,NA,NA,NA,NA,156,NA
"UX1995-150",0,3,4,3,70,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-152",0,2,1,4,85,NA,NA,NA,NA,NA,NA,163,NA
"UX1995-153",0,2.5,2,NA,70,NA,NA,NA,NA,NA,NA,158,NA
"UX1995-156",1,1,1,3,90,NA,NA,NA,NA,NA,NA,160,NA
"UX1995-157",0,4,0,3,65,NA,NA,NA,NA,NA,NA,156,NA
"UX1995-159",1,2,2,4,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-160",0,3,1,4,70,NA,NA,NA,NA,NA,NA,156,NA
"UX1995-161",0,3,2,NA,60,NA,NA,NA,NA,NA,NA,156,NA
"UX1995-162",1,4,2,2,75,NA,NA,NA,NA,NA,NA,151,NA
"UX1995-163",0,4,1,NA,65,NA,NA,NA,NA,NA,NA,152,NA
"UX1995-164",1,1,1,3,75,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-165",1,2,1,3,85,NA,NA,NA,NA,NA,NA,165,NA
"UX1995-167",0,2,3,4,90,NA,NA,NA,NA,NA,NA,161,NA
"UX1995-168",0,3,0,3,60,NA,NA,NA,NA,NA,NA,158,NA
"UX1995-169",1,4,0,3,80,NA,NA,NA,NA,NA,NA,152,NA
"UX1995-170",0,2,2,4,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-171",0,2,0,2,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-172",1,2,0,3,85,NA,NA,NA,NA,NA,NA,158,NA
"UX1995-174",0,2,0,3,75,NA,NA,NA,NA,NA,NA,163,NA
"UX1995-175",0,3,1,3,70,NA,NA,NA,NA,NA,NA,160,NA
"UX1995-177",0,2,4,NA,65,NA,NA,NA,NA,NA,NA,165,NA
"UX1995-179",0,2,0,4,80,NA,NA,NA,NA,NA,NA,160,NA
"UX1995-180",1,2,1,4,80,NA,NA,NA,NA,NA,NA,163,NA
"UX1995-181",1,3,3,3,65,NA,NA,NA,NA,NA,NA,161,NA
"UX1995-182",1,2,0,6,90,NA,NA,NA,NA,NA,NA,156,NA
"UX1995-183",1,2,0,3,70,NA,NA,NA,NA,NA,NA,162,NA
"UX1995-184",1,3,0,3,65,NA,NA,NA,NA,NA,NA,153,NA
"UX1995-186",1,2,1,4,80,NA,NA,NA,NA,NA,NA,161,NA
"UX1995-188",1,2,2,4,75,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-189",1,2,1,5,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-190",1,3,3,3,75,NA,NA,NA,NA,NA,NA,158,NA
"UX1995-192",1,2,1,3,85,NA,NA,NA,NA,NA,NA,163,NA
"UX1995-195",0,3,3,NA,75,NA,NA,NA,NA,NA,NA,157,NA
"UX1995-196",1,2,2,NA,70,NA,NA,NA,NA,NA,NA,160,NA
"UX1995-197",0,4,3,NA,60,NA,NA,NA,NA,NA,NA,165,NA
"UX1995-198",1,3,2,5,75,NA,NA,NA,NA,NA,NA,156,NA
"UX1995-199",1,2,0,3,85,NA,NA,NA,NA,NA,NA,158,NA
"UX1995-2",0,2,2,NA,70,NA,NA,NA,NA,NA,NA,156,NA
"UX1995-20",0,3,1,NA,70,NA,NA,NA,NA,NA,NA,153,NA
"UX1995-200",1,2,0,2,80,NA,NA,NA,NA,NA,NA,165,NA
"UX1995-201",1,2,0,4,80,NA,NA,NA,NA,NA,NA,157,NA
"UX1995-204",0,3,0,4,75,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-208",0,3,2,5,65,NA,NA,NA,NA,NA,NA,158,NA
"UX1995-212",0,2,0,4,90,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-213",0,2,0,3,75,NA,NA,NA,NA,NA,NA,161,NA
"UX1995-214",0,2,0,4,75,NA,NA,NA,NA,NA,NA,161,NA
"UX1995-216",0,4,0,2,65,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-22",1,3,0,3,75,NA,NA,NA,NA,NA,NA,160,NA
"UX1995-23",1,2,0,3,90,NA,NA,NA,NA,NA,NA,160,NA
"UX1995-25",0,2,1,3,85,NA,NA,NA,NA,NA,NA,163,NA
"UX1995-26",0,2,3,NA,75,NA,NA,NA,NA,NA,NA,161,NA
"UX1995-27",1,4,0,3,75,NA,NA,NA,NA,NA,NA,156,NA
"UX1995-28",0,1,0,3,75,NA,NA,NA,NA,NA,NA,163,NA
"UX1995-3",1,3,1,4,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-33",1,2,2,4,85,NA,NA,NA,NA,NA,NA,164,NA
"UX1995-35",0,2,2,3,70,NA,NA,NA,NA,NA,NA,163,NA
"UX1995-39",1,3,2,NA,90,NA,NA,NA,NA,NA,NA,154,NA
"UX1995-4",0,2,1,2,85,NA,NA,NA,NA,NA,NA,164,NA
"UX1995-40",1,2,0,2,85,NA,NA,NA,NA,NA,NA,163,NA
"UX1995-41",1,4,2,NA,65,NA,NA,NA,NA,NA,NA,156,NA
"UX1995-42",0,3,1,4,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-43",0,3,0,4,70,NA,NA,NA,NA,NA,NA,157,NA
"UX1995-45",1,2,0,2,65,NA,NA,NA,NA,NA,NA,157,NA
"UX1995-46",1,3,1,4,70,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-48",1,3,0,4,75,NA,NA,NA,NA,NA,NA,156,NA
"UX1995-49",1,4,0,2,75,NA,NA,NA,NA,NA,NA,157,NA
"UX1995-51",0,2,2,4,75,NA,NA,NA,NA,NA,NA,161,NA
"UX1995-52",1,2,2,4,80,NA,NA,NA,NA,NA,NA,161,NA
"UX1995-53",0,1,3,4,80,NA,NA,NA,NA,NA,NA,164,NA
"UX1995-54",1,3,1,3,75,NA,NA,NA,NA,NA,NA,154,NA
"UX1995-59",0,3,1,3,60,NA,NA,NA,NA,NA,NA,155,NA
"UX1995-6",1,3,0,4,70,NA,NA,NA,NA,NA,NA,152,NA
"UX1995-62",0,3,0,4,70,NA,NA,NA,NA,NA,NA,154,NA
"UX1995-63",1,1,4,4,75,NA,NA,NA,NA,NA,NA,160,NA
"UX1995-64",1,4,2,3,80,NA,NA,NA,NA,NA,NA,158,NA
"UX1995-65",1,2,2,3,85,NA,NA,NA,NA,NA,NA,156,NA
"UX1995-66",1,1,0,3,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-68",1,3,2,4,80,NA,NA,NA,NA,NA,NA,160,NA
"UX1995-7",0,2,0,4,70,NA,NA,NA,NA,NA,NA,156,NA
"UX1995-70",1,4,1,5,80,NA,NA,NA,NA,NA,NA,160,NA
"UX1995-79",1,3,0,4,70,NA,NA,NA,NA,NA,NA,156,NA
"UX1995-80",1,1,1,4,75,NA,NA,NA,NA,NA,NA,163,NA
"UX1995-81",1,1,3,3,70,NA,NA,NA,NA,NA,NA,163,NA
"UX1995-82",1,3,2,NA,75,NA,NA,NA,NA,NA,NA,156,NA
"UX1995-85",0,3,3,3,65,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-87",1,1,2,4,65,NA,NA,NA,NA,NA,NA,160,NA
"UX1995-89",0,2,1,3,75,NA,NA,NA,NA,NA,NA,155,NA
"UX1995-9",0,4,4,5,75,NA,NA,NA,NA,NA,NA,158,NA
"UX1995-90",0,1,3,4,75,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-91",1,2,1,3,80,NA,NA,NA,NA,NA,NA,163,NA
"UX1995-96",1,2,2,2,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1995-99",0,2,1,4,75,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-1",0,2,0,NA,85,NA,NA,NA,NA,NA,NA,165,NA
"UX1997-10",1,3,0,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX1997-101",1,2,1,NA,90,NA,NA,NA,NA,NA,NA,161,NA
"UX1997-102",0,3,0,NA,95,NA,NA,NA,NA,NA,NA,160,NA
"UX1997-103",1,4,2,NA,90,NA,NA,NA,NA,NA,NA,168,NA
"UX1997-105",0,3,2,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-106",0,2,0,NA,85,NA,NA,NA,NA,NA,NA,160,NA
"UX1997-107",0,3,3,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-109",1,2,0,NA,90,NA,NA,NA,NA,NA,NA,161,NA
"UX1997-11",0,3,0,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-110",1,3,2,NA,75,NA,NA,NA,NA,NA,NA,160,NA
"UX1997-111",0,4,0,NA,70,NA,NA,NA,NA,NA,NA,156,NA
"UX1997-113",1,4,0,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-114",0,4,0,NA,80,NA,NA,NA,NA,NA,NA,155,NA
"UX1997-115",0,3,2,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-116",1,2,1,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-119",1,2,1,NA,75,NA,NA,NA,NA,NA,NA,161,NA
"UX1997-12",1,2,1,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-121",0,1,0,NA,85,NA,NA,NA,NA,NA,NA,164,NA
"UX1997-122",1,2,2,NA,90,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-123",1,2,1,NA,85,NA,NA,NA,NA,NA,NA,164,NA
"UX1997-124",0,1,4,NA,70,NA,NA,NA,NA,NA,NA,166,NA
"UX1997-125",0,1,NA,NA,85,NA,NA,NA,NA,NA,NA,163,NA
"UX1997-126",0,3,1,NA,80,NA,NA,NA,NA,NA,NA,167,NA
"UX1997-127",1,3,0,NA,80,NA,NA,NA,NA,NA,NA,157,NA
"UX1997-129",0,4,0,NA,80,NA,NA,NA,NA,NA,NA,160,NA
"UX1997-13",1,2,0,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-130",1,4,1,NA,70,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-131",0,3,0,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-132",1,3,0,NA,70,NA,NA,NA,NA,NA,NA,157,NA
"UX1997-133",0,3,0,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-134",0,3,0,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-135",0,3,1,NA,75,NA,NA,NA,NA,NA,NA,168,NA
"UX1997-136",0,3,3,NA,90,NA,NA,NA,NA,NA,NA,160,NA
"UX1997-137",0,2,0,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX1997-138",0,3,2,NA,75,NA,NA,NA,NA,NA,NA,156,NA
"UX1997-139",1,3,0,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-14",1,3,0,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-140",0,2,1,NA,85,NA,NA,NA,NA,NA,NA,164,NA
"UX1997-141",0,2,3,NA,95,NA,NA,NA,NA,NA,NA,165,NA
"UX1997-142",0,2,2,NA,80,NA,NA,NA,NA,NA,NA,166,NA
"UX1997-143",1,3,1,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-144",0,3,0,NA,70,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-146",0,4,1,NA,90,NA,NA,NA,NA,NA,NA,160,NA
"UX1997-147",1,1,0,NA,85,NA,NA,NA,NA,NA,NA,167,NA
"UX1997-148",0,4,1,NA,85,NA,NA,NA,NA,NA,NA,157,NA
"UX1997-149",0,2,3,NA,80,NA,NA,NA,NA,NA,NA,165,NA
"UX1997-15",0,3,0,NA,90,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-16",0,2,0,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-17",0,1,0,NA,90,NA,NA,NA,NA,NA,NA,167,NA
"UX1997-18",0,3,0,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX1997-19",0,2,2,NA,75,NA,NA,NA,NA,NA,NA,160,NA
"UX1997-2",0,3,0,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-20",0,4,1,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-21",1,1,1,NA,95,NA,NA,NA,NA,NA,NA,160,NA
"UX1997-22",0,3,0,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX1997-23",0,3,1,NA,80,NA,NA,NA,NA,NA,NA,158,NA
"UX1997-24",1,3,0,NA,75,NA,NA,NA,NA,NA,NA,154,NA
"UX1997-25",1,3,0,NA,80,NA,NA,NA,NA,NA,NA,157,NA
"UX1997-26",0,3,0,NA,80,NA,NA,NA,NA,NA,NA,160,NA
"UX1997-27",1,2,0,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-28",0,2,NA,NA,90,NA,NA,NA,NA,NA,NA,162,NA
"UX1997-29",1,3,1,NA,85,NA,NA,NA,NA,NA,NA,166,NA
"UX1997-3",0,4,1,NA,75,NA,NA,NA,NA,NA,NA,157,NA
"UX1997-30",1,4,NA,NA,75,NA,NA,NA,NA,NA,NA,158,NA
"UX1997-32",1,2,0,NA,95,NA,NA,NA,NA,NA,NA,162,NA
"UX1997-33",1,4,2,NA,75,NA,NA,NA,NA,NA,NA,166,NA
"UX1997-34",1,3,0,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-35",1,3,0,NA,90,NA,NA,NA,NA,NA,NA,161,NA
"UX1997-36",0,3,1,NA,90,NA,NA,NA,NA,NA,NA,163,NA
"UX1997-37",1,2,0,NA,90,NA,NA,NA,NA,NA,NA,161,NA
"UX1997-38",1,3,1,NA,80,NA,NA,NA,NA,NA,NA,166,NA
"UX1997-39",0,2,4,NA,95,NA,NA,NA,NA,NA,NA,163,NA
"UX1997-4",0,2,2,NA,90,NA,NA,NA,NA,NA,NA,166,NA
"UX1997-5",0,3,1,NA,80,NA,NA,NA,NA,NA,NA,164,NA
"UX1997-50",0,3,0,NA,80,NA,NA,NA,NA,NA,NA,160,NA
"UX1997-51",0,4,2,NA,90,NA,NA,NA,NA,NA,NA,158,NA
"UX1997-52",0,1,0,NA,80,NA,NA,NA,NA,NA,NA,167,NA
"UX1997-53",0,1,0,NA,90,NA,NA,NA,NA,NA,NA,164,NA
"UX1997-54",1,3,1,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-55",0,3,1,NA,75,NA,NA,NA,NA,NA,NA,160,NA
"UX1997-56",1,3,0,NA,85,NA,NA,NA,NA,NA,NA,156,NA
"UX1997-58",0,3,0,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-59",0,4,1,NA,75,NA,NA,NA,NA,NA,NA,165,NA
"UX1997-6",1,3,0,NA,70,NA,NA,NA,NA,NA,NA,157,NA
"UX1997-60",1,3,1,NA,75,NA,NA,NA,NA,NA,NA,160,NA
"UX1997-61",0,3,2,NA,90,NA,NA,NA,NA,NA,NA,156,NA
"UX1997-62",1,2,0,NA,90,NA,NA,NA,NA,NA,NA,161,NA
"UX1997-63",0,1,0,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX1997-64",1,1,0,NA,100,NA,NA,NA,NA,NA,NA,165,NA
"UX1997-65",1,1,1,NA,90,NA,NA,NA,NA,NA,NA,163,NA
"UX1997-67",0,2,2,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-68",1,4,1,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-69",1,3,1,NA,75,NA,NA,NA,NA,NA,NA,157,NA
"UX1997-7",1,3,0,NA,75,NA,NA,NA,NA,NA,NA,166,NA
"UX1997-70",1,2,0,NA,75,NA,NA,NA,NA,NA,NA,162,NA
"UX1997-71",0,2,2,NA,90,NA,NA,NA,NA,NA,NA,160,NA
"UX1997-72",1,3,1,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-73",0,3,0,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-74",0,2,1,NA,75,NA,NA,NA,NA,NA,NA,163,NA
"UX1997-75",0,3,0,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX1997-76",1,2,0,NA,90,NA,NA,NA,NA,NA,NA,162,NA
"UX1997-77",0,2,0,NA,90,NA,NA,NA,NA,NA,NA,161,NA
"UX1997-78",1,4,0,NA,70,NA,NA,NA,NA,NA,NA,166,NA
"UX1997-79",1,1,0,NA,80,NA,NA,NA,NA,NA,NA,161,NA
"UX1997-8",1,4,0,NA,85,NA,NA,NA,NA,NA,NA,156,NA
"UX1997-80",1,3,3,NA,75,NA,NA,NA,NA,NA,NA,164,NA
"UX1997-81",1,3,1,NA,75,NA,NA,NA,NA,NA,NA,159,NA
