Location,Cross_ID,Entry,Awns,WDR,Powdery_mildew,SNB,Height,Rust,ave_SpS,ave_infert,WeightOf1000Particles,SampleAreaAverage,WKAreaMedian,days_to_head,seeds_per_spikelet
Raleigh,UX1991,UX1991-35,1,3,1,4,95,NA,19.16667,1.1666667,40.057,14.624,15.428,163,3.504347216635267
Raleigh,UX1991,UX1991-36,1,3,1,4,90,NA,22,1.8333333,33.868,13.517,14.055,162,3.075757575757576
Raleigh,UX1991,UX1991-37,1,3,1,4,90,NA,18.33333,1.3333333,37.078,13.927,15.092,157,3.809091601653018
Raleigh,UX1991,UX1991-38,1,2,1,2,100,NA,23.16667,1.5,33.822,13.826,14.238,174,2.9208628890844768
Raleigh,UX1991,UX1991-4,1,3,0,5,90,NA,19.66667,1.1666667,38.897,14.705,15.592,164,3.4576265326056723
Raleigh,UX1991,UX1991-41,1,4,1,4,85,NA,17.66667,2.1666667,33.616,13.52,13.707,162,3.4622634976861324
Raleigh,UX1991,UX1991-42,1,2,1,4,100,NA,22.16667,1,43.619,16.408,17.149,167,3.270676199898316
Raleigh,UX1991,UX1991-43,1,4,1,4,85,NA,14.83333,2.3333333,40.858,14.297,15.859,160,3.2808996136853064
Raleigh,UX1991,UX1991-44,1,3,2,5,90,NA,17.33333,1.5,37.724,14.266,14.75,158,3.173077533284141
Raleigh,UX1991,UX1991-47,1,2,0,4,90,NA,18.83333,1.6666667,39.127,14.279,15.315,167,3.159292594565061
Raleigh,UX1991,UX1991-48,1,3,1,4,100,NA,20.66667,1.8333333,35.575,13.755,14.414,165,3.201612386836712
Raleigh,UX1991,UX1991-5,1,4,3,5,85,NA,19,3.5,30.307,12.757,13.419,158,2.8947368421052633
Raleigh,UX1991,UX1991-51,1,3,0,2,110,NA,22.16667,1.6666667,33.84,12.631,13.52,174,3.3684205461021737
Raleigh,UX1991,UX1991-52,1,3,1,4,80,NA,20,2.1666667,32.1,13.321,14.366,165,2.9833333333333334
Raleigh,UX1991,UX1991-53,1,3,0,4,90,NA,20.16667,1.3333333,40.088,14.856,15.383,167,3.1818176558979085
Raleigh,UX1991,UX1991-55,1,2,0,5,95,NA,22.83333,0.3333333,32.54,13.692,14.357,162,3.437956706271052
Raleigh,UX1991,UX1991-58,1,3,3,NA,85,NA,21.16667,1,33.068,13.358,14.182,159,3.251967991816064
Raleigh,UX1991,UX1991-59,1,2,3,5,95,NA,19,1.6666667,41.853,15.929,17.045,159,3.4649122807017543
Raleigh,UX1991,UX1991-6,1,3,1,4,95,NA,19.33333,2.3333333,40.451,15.058,15.848,163,3.3879316186088997
Raleigh,UX1991,UX1991-60,1,3,0,3,90,NA,19.16667,2.1666667,41.12,14.999,15.817,160,3.052173382230716
Raleigh,UX1991,UX1991-62,1,3,2,5,95,NA,17.83333,1.6666667,40.432,14.973,15.739,162,3.0373837453053727
Raleigh,UX1991,UX1991-63,1,2,1,4,85,NA,21,0.8333333,35.739,14.101,14.683,161,3.293650793650794
Raleigh,UX1991,UX1991-64,1,3,0,3,90,NA,18.33333,2,37.118,14.326,15.038,160,2.954545991735635
Raleigh,UX1991,UX1991-67,1,3,0,6,80,NA,19,1.1666667,33.687,13.44,14.01,157,3.1315789473684212
Raleigh,UX1991,UX1991-69,1,3,2,4,85,NA,19.33333,1,37.423,14.433,14.682,158,2.8275866944114987
Raleigh,UX1991,UX1991-7,1,2,0,2,100,NA,19,3.5,29.962,11.932,13.196,176,2.973684210526316
Raleigh,UX1991,UX1991-70,1,3,0,4,95,NA,21.66667,1.3333333,33.568,13.551,14.105,164,2.9999995384616094
Raleigh,UX1991,UX1991-71,1,3,2,3,95,NA,21,1.3333333,34.347,13.632,14.228,158,3.1269841269841274
Raleigh,UX1991,UX1991-72,1,3,2,3,85,NA,21.5,0.5,35.772,13.171,15.423,160,4.286821705426357
Raleigh,UX1991,UX1991-73,1,3,3,4,90,NA,18.5,2,38.223,14.593,15.223,165,2.954954954954955
Raleigh,UX1991,UX1991-74,1,3,1,5,85,NA,16.83333,1.3333333,37.667,14.354,14.544,156,2.9702976178807163
Raleigh,UX1991,UX1991-75,1,3,1,5,80,NA,18.16667,1.3333333,26.934,11.198,11.953,163,3.541283753892889
Raleigh,UX1991,UX1991-78,1,3,1,4,100,NA,20.83333,1.6666667,41.969,15.197,16.108,167,3.3280005324800848
Raleigh,UX1991,UX1991-79,1,2,2,4,85,NA,22,0.8333333,34.787,12.908,14.361,158,3.5681818181818183
Raleigh,UX1991,UX1991-8,1,4,2,5,85,NA,18.16667,1,38.977,15.46,16.251,156,2.7247701422440107
Raleigh,UX1991,UX1991-80,1,2,0,3,95,NA,20.83333,0.8333333,38.869,14.785,15.571,166,3.440000550400088
Raleigh,UX1991,UX1991-81,1,4,0,3,90,NA,19.33333,1.6666667,36.243,13.304,14.881,161,3.6293109705708573
Raleigh,UX1991,UX1991-82,1,2,2,4,85,NA,19.33333,1.5,36.149,14.153,14.741,160,2.9827591349584712
Raleigh,UX1991,UX1991-83,1,2,0,4,100,NA,21.66667,0.8333333,39.215,14.719,15.229,169,3.223076427219011
Raleigh,UX1991,UX1991-84,1,4,3,5,85,NA,21.8,0.2,34.663,14.14,14.85,157,3.4862385321100917
Raleigh,UX1991,UX1991-85,1,3,2,4,80,NA,16.6,2.2,40.001,14.591,16.048,156,2.9036144578313254
Raleigh,UX1991,UX1991-86,1,4,1,4,95,NA,20.2,3.6,36.758,12.823,15.114,161,3.504950495049505
Raleigh,UX1991,UX1991-87,1,3,3,3,90,NA,16.8,1.6,38.576,14.774,15.303,160,3.0476190476190474
Raleigh,UX1991,UX1991-89,1,4,0,3,90,NA,19.2,2.8,34.302,13.182,14.086,161,3.364583333333333
Raleigh,UX1991,UX1991-9,1,2.5,1.5,3.5,90,NA,21.916665000000002,1.66666665,33.938,13.114,14.1875,167.5,3.099265801067645
Raleigh,UX1991,UX1991-90,1,2,2,3,85,NA,19.2,2.4,32.424,12.475,13.145,160,2.5625000000000004
Raleigh,UX1991,UX1991-91,1,3,1,3,90,NA,19,1.6,37.483,14.455,14.998,157,2.768421052631579
Raleigh,UX1991,UX1991-92,1,3,3,4,90,NA,18.4,2.2,37.422,13.707,15.1,161,3.630434782608696
Raleigh,UX1991,UX1991-93,1,3,0,3,100,NA,21,2,40,15.323,15.695,167,2.5333333333333337
Raleigh,UX1991,UX1991-97,1,3,0,2,95,NA,22,0.8,41.153,15.815,16.645,161,3.690909090909091
Raleigh,UX1991,UX1991-98,1,3,1,5,85,NA,19.4,0.6,33.809,12.045,13.535,157,3.329896907216495
Raleigh,UX1991,UX1991-99,1,2,2,1,95,NA,19.8,2.6,37.838,14.456,14.915,163,2.2525252525252526
Raleigh,UX1992,UX1992-10,1,3,3,4,80,NA,18.33333,2.8333333,34.986,13.188,15.078,160,3.245455135537297
Raleigh,UX1992,UX1992-100,1,1,3,4,85,NA,18.6,4.4,27.727,12.161,12.643,166,2.6666666666666665
Raleigh,UX1992,UX1992-101,1,1,3,3,80,NA,21.33333,2.5,30.881,12.981,13.66,163,2.3750003710938077
Raleigh,UX1992,UX1992-102,1,3,1,3,75,NA,21.4,1,36.147,14.458,15.613,160,3.7102803738317762
Raleigh,UX1992,UX1992-106,1,2,1,3,80,NA,21.33333,1.8333333,28.614,12.537,12.855,160,2.8593754467774137
Raleigh,UX1992,UX1992-110,1,2,0,3,90,NA,18,2.8333333,35.385,13.956,14.599,164,2.685185185185185
Raleigh,UX1992,UX1992-114,1,2,2,5,70,NA,18.16667,3.3333333,30.103,12.481,13.253,160,2.541283937379094
Raleigh,UX1992,UX1992-116,1,3,2,4,85,NA,20.33333,1.5,34.873,14.32,14.6,160,2.82786931604415
Raleigh,UX1992,UX1992-117,1,2,2,7,85,NA,19.83333,2.6666667,30.79,12.699,13.623,163,2.7226895332251315
Raleigh,UX1992,UX1992-118,1,2,1,2,80,NA,17.83333,3.3333333,27.922,12.066,12.823,161,2.8504678225173503
Raleigh,UX1992,UX1992-119,1,3,1,3,75,NA,21,1,27.397,11.968,12.333,161,2.634920634920635
Raleigh,UX1992,UX1992-121,1,2,0,3,90,NA,19.83333,2.5,34.153,13.956,14.292,161,3.09243749452731
Raleigh,UX1992,UX1992-124,1,2,4,3,85,NA,19.8,1.4,33.347,13.989,14.469,162,2.6666666666666665
Raleigh,UX1992,UX1992-125,1,1,3,5,85,NA,19.83333,1.8333333,32.738,13.29,14.091,161,2.949580327660559
Raleigh,UX1992,UX1992-126,1,2,1,5,85,NA,19.5,2.6666667,34.123,13.904,14.636,158,3.034188034188034
Raleigh,UX1992,UX1992-129,1,2,1,3,80,NA,19.66667,1.5,37.013,14.288,15.669,159,3.474575682275308
Raleigh,UX1992,UX1992-132,1,1,3,5,75,NA,21,2.8333333,32.17,13.214,13.748,167,2.5317460317460316
Raleigh,UX1992,UX1992-134,1,2,4,5,85,NA,17.16667,2.6666667,38.095,14.878,15.432,159,2.407766522763782
Raleigh,UX1992,UX1992-135,1,1,0,4,90,NA,19.6,1.6,37.849,15.208,16.266,161,3.1122448979591835
Raleigh,UX1992,UX1992-137,1,2,2,4,75,NA,17.16667,2.8333333,31.045,13.083,13.399,160,2.6116499783203926
Raleigh,UX1992,UX1992-140,1,2,3,4,90,NA,17.66667,2,31.356,12.291,13.735,159,3.1320748807405887
Raleigh,UX1992,UX1992-144,1,3,0,3,80,NA,18,2.6666667,30.169,12.608,13.632,159,2.611111111111111
Raleigh,UX1992,UX1992-146,1,3,0,2,90,NA,16.16667,3.1666667,37.007,14.237,15.061,161,3.0618550387927757
Raleigh,UX1992,UX1992-147,1,2,0,4,85,NA,19.8,3,33.998,13.586,14.08,160,3
Raleigh,UX1992,UX1992-149,1,1,4,4,80,NA,20,3.1666667,30.032,12.118,12.76,167,3
Raleigh,UX1992,UX1992-153,1,1,4,4,90,NA,19.5,2.6666667,33.49,13.437,14.086,161,2.7777777777777777
Raleigh,UX1992,UX1992-154,1,1,0,4,95,NA,20.8,1.8,40.082,15.513,15.865,165,3.0384615384615383
Raleigh,UX1992,UX1992-157,1,3,2,5,90,NA,19.4,1.6,34.694,14.206,15.042,165,3.123711340206186
Raleigh,UX1992,UX1992-159,1,1,2,4,80,NA,19.33333,1.8333333,30.95,13.155,13.889,161,2.8275866944114987
Raleigh,UX1992,UX1992-160,1,2,0,4,80,NA,19.16667,2.6666667,30.586,13.225,13.779,161,3.321738552741121
Raleigh,UX1992,UX1992-161,1,3,1,3,90,NA,20.16667,2.5,34.614,14.608,15.19,160,2.859503659586172
Raleigh,UX1992,UX1992-162,1,3,0,3,80,NA,20,2.2,33.163,13.786,14.259,160,3.31
Raleigh,UX1992,UX1992-163,1,3,3,NA,75,NA,17,2,31.54,13.369,13.636,159,2.5490196078431375
Raleigh,UX1992,UX1992-165,1,1,2,2,80,NA,18.5,1.8333333,34.431,13.534,14.548,164,2.855855855855856
Raleigh,UX1992,UX1992-166,1,3,1,5,80,NA,17.8,3,34.056,13.837,14.454,160,2.6741573033707864
Raleigh,UX1992,UX1992-167,1,3,0,5,80,NA,17.5,2,35.177,14.135,15.446,161,3.3238095238095235
Raleigh,UX1992,UX1992-170,1,3,0,2,85,NA,18.83333,2.6666667,32.26,13.502,14.057,157,2.6902659628789314
Raleigh,UX1992,UX1992-171,1,3,1,4,75,NA,18.33333,0.6666667,32.776,14.282,15.181,157,2.963636902479437
Raleigh,UX1992,UX1992-173,1,2,0,2,85,NA,17,2.2,38.365,14.092,15.432,159,2.847058823529412
Raleigh,UX1992,UX1992-174,1,2,4,5,80,NA,16,3.5,30.733,12.785,13.179,160,2.4270833333333335
Raleigh,UX1992,UX1992-175,1,2,1,3,85,NA,18.33333,2.6666667,35.916,14.064,14.548,162,2.8272732413224078
Raleigh,UX1992,UX1992-180,1,2,1,4,80,NA,18.5,2.1666667,33.264,13.92,14.691,162,3.171171171171171
Raleigh,UX1992,UX1992-181,1,3,4,NA,75,NA,19,2,29.768,13.078,13.686,159,3.2017543859649122
Raleigh,UX1992,UX1992-182,1,2,4,NA,90,NA,18.8,4.2,27.805,11.88,12.166,164,2.5851063829787235
Raleigh,UX1992,UX1992-190,1,2,2,3,80,NA,16.66667,2.6666667,31.647,13.583,14.231,161,2.529999494000101
Raleigh,UX1992,UX1992-193,1,3,4,4,85,NA,19.5,2,34.4,13.585,14.972,159,2.7948717948717947
Raleigh,UX1992,UX1992-194,1,1,0,3,75,NA,19.4,1.6,35.651,14.084,15.363,166,3.061855670103093
Raleigh,UX1992,UX1992-195,1,3,1,4,90,NA,19,2,32.763,13.748,14.5,159,3.357894736842105
Raleigh,UX1992,UX1992-196,1,3,1,5,85,NA,17.4,2.8,31.262,12.8,13.14,161,2.931034482758621
Raleigh,UX1992,UX1992-197,1,2,3,6,85,NA,18.16667,1.6666667,38.313,14.601,15.223,158,3.1376141031900726
Raleigh,UX1992,UX1992-20,1,3,2,5,85,NA,17.5,2.5,35.354,14.184,15.136,157,3.1333333333333333
Raleigh,UX1992,UX1992-201,1,3,3,NA,85,NA,16,2.2,38.627,14.879,15.108,164,2.95
Raleigh,UX1992,UX1992-203,1,2,2,2,90,NA,18.2,3.4,34.802,13.473,13.482,161,2.4945054945054945
Raleigh,UX1992,UX1992-207,1,3,0,5,65,NA,18.66667,1.6666667,28.92,12.537,13.162,160,3.214285140306225
Raleigh,UX1992,UX1992-217,1,2,2,5,100,NA,19.8,2.6,39.692,14.929,15.499,165,2.404040404040404
Raleigh,UX1992,UX1992-218,1,4,0,4,90,NA,17.2,2,34.11,14.117,14.438,163,3.430232558139535
Raleigh,UX1992,UX1992-219,1,3,0,4,90,NA,18,2.4,34.176,12.966,14.846,163,3.4555555555555557
Raleigh,UX1992,UX1992-22,1,2,3,5,90,NA,17.8,4,30.439,12.647,12.835,166,2
Raleigh,UX1992,UX1992-222,1,3,0,6,80,NA,21.4,1,33.359,13.85,14.413,161,3.457943925233645
Raleigh,UX1992,UX1992-223,1,2,0,5,80,NA,17.8,2.6,33.385,13.84,14.231,163,2.8089887640449436
Raleigh,UX1992,UX1992-224,1,2,0,4,90,NA,17.8,2.8,39.502,15.043,15.978,160,2.764044943820225
Raleigh,UX1992,UX1992-225,1,3,1,4,85,NA,18.8,2,36.355,14.405,14.677,161,2.808510638297872
Raleigh,UX1992,UX1992-226,1,4,2,5,90,NA,16.8,3.8,32.143,13.24,13.14,159,2.011904761904762
Raleigh,UX1992,UX1992-228,1,2,0,6,80,NA,19,1.6,32.551,13.495,14.432,164,2.9789473684210526
Raleigh,UX1992,UX1992-231,1,2,1,4,95,NA,16.2,2.4,37.49,13.941,15.552,163,2.6913580246913584
Raleigh,UX1992,UX1992-232,1,4,2,4,90,NA,19.8,2.4,32.665,13.651,14.114,160,3.1818181818181817
Raleigh,UX1992,UX1992-239,1,4,NA,4,75,NA,19,1.4,35.977,14.018,14.948,164,3.7473684210526317
Raleigh,UX1992,UX1992-24,1,3,2,3,80,NA,20.66667,1.8333333,33.253,13.694,14.32,160,2.887096308532853
Raleigh,UX1992,UX1992-241,1,3,0,3,75,NA,17,1.8,35.145,13.604,13.966,157,2.8117647058823527
Raleigh,UX1992,UX1992-242,1,2,0,4,85,NA,20.2,2,39.916,15.169,15.945,165,3.237623762376238
Raleigh,UX1992,UX1992-275,1,2,0,5,75,NA,20.8,3.2,27.503,12.313,12.773,163,2.9326923076923075
Raleigh,UX1992,UX1992-276,1,2,0,5,95,NA,19.8,3.4,40.387,15.284,16.005,166,2.7474747474747474
Raleigh,UX1992,UX1992-281,1,1,0,4,90,NA,22.2,1.6,43.118,15.388,16.517,163,3.2072072072072073
Raleigh,UX1992,UX1992-282,1,3,2,5,75,NA,20.4,1.4,28.986,12.568,13.116,159,3.254901960784314
Raleigh,UX1992,UX1992-286,1,3,1,5,80,NA,20,1.4,31.599,13.446,14.082,159,3.19
Raleigh,UX1992,UX1992-287,1,2,2,5,90,NA,17.8,3,39.855,14.876,15.66,163,2.4269662921348316
Raleigh,UX1992,UX1992-289,1,2,2,6,70,NA,19.8,2,28.43,11.883,12.737,161,3.1414141414141414
Raleigh,UX1992,UX1992-29,1,3,0,4,85,NA,19.16667,1.8333333,33.219,14.016,14.297,161,2.7217386570889293
Raleigh,UX1992,UX1992-292,1,2,2,5,90,NA,19.4,1.8,29.762,12.334,12.845,159,2.8865979381443303
Raleigh,UX1992,UX1992-293,1,2,0,5,85,NA,21.4,0.8,43.555,16.423,17.183,161,3.327102803738318
Raleigh,UX1992,UX1992-295,1,2,1,4,70,NA,21,1,38.057,14.857,15.424,160,3.3238095238095235
Raleigh,UX1992,UX1992-296,1,2,0,4,90,NA,22.8,1.8,37.379,14.741,15.337,164,3.2368421052631575
Raleigh,UX1992,UX1992-3,1,1,0,6,80,NA,21.16667,3,26.813,11.752,12.278,162,2.834645222890516
Raleigh,UX1992,UX1992-302,1,2,3,NA,75,NA,20,2,33.226,13.653,14.13,159,2.77
Raleigh,UX1992,UX1992-303,1,3,0,4,75,NA,19.8,1.8,27.998,12.261,12.975,164,3.111111111111111
Raleigh,UX1992,UX1992-306,1,1,3,4,85,NA,22.4,2.6,33.404,13.309,13.693,166,3.196428571428571
Raleigh,UX1992,UX1992-308,1,4,4,4,85,NA,15.2,3.2,34.997,13.328,15.142,163,2.9473684210526314
Raleigh,UX1992,UX1992-310,1,2,0,5,100,NA,17.6,2.6,37.407,14.535,15.815,163,3.0795454545454546
Raleigh,UX1992,UX1992-312,1,1,4,5,85,NA,18,2.4,41.304,15.576,16.38,167,3.066666666666667
Raleigh,UX1992,UX1992-314,1,1,0,4,75,NA,17.8,2.8,34.688,13.756,14.334,165,2.696629213483146
Raleigh,UX1992,UX1992-315,1,1,1,3,90,NA,20.8,2.6,32.294,13.068,13.803,168,2.9134615384615383
Raleigh,UX1992,UX1992-317,1,1,0,4,95,NA,18.6,2.6,37.655,14.215,14.836,165,3.172043010752688
Raleigh,UX1992,UX1992-32,1,1,1,4,80,NA,20.16667,1.8333333,30.081,12.672,13.344,164,2.983470581244532
Raleigh,UX1992,UX1992-322,1,1,0,4,85,NA,20.8,2,34.863,14.136,14.506,165,3.2499999999999996
Raleigh,UX1992,UX1992-323,1,2,0,4,90,NA,22.4,2,32.189,13.657,14.373,161,3.9375000000000004
Raleigh,UX1992,UX1992-327,1,3,1,4,90,NA,18,2,36.137,14.014,14.959,164,2.977777777777778
Raleigh,UX1992,UX1992-33,1,1,4,4,80,NA,20.5,1.6666667,30.761,13.345,13.681,165,2.7235772357723578
Raleigh,UX1992,UX1992-331,1,3,0,5,80,NA,21.75,1.5,35.778,14.508,15.014,159,3.2413793103448274
Raleigh,UX1992,UX1992-336,1,2,3,NA,70,NA,21,1.8,30.571,13.142,13.729,160,3.1238095238095234
Raleigh,UX1992,UX1992-337,1,2,0,5,85,NA,19.6,1.6,34.812,14.111,14.631,165,2.724489795918367
Raleigh,UX1992,UX1992-34,1,3,4,6,85,NA,16.33333,2.3333333,32.093,13.688,14.245,158,3.142857784256691
Raleigh,UX1992,UX1992-35,1,3,4,2,80,NA,16.5,1.6666667,34.694,13.465,14.245,160,2.9393939393939394
Raleigh,UX1992,UX1992-36,1,2,3,5,85,NA,20.33333,2,37.474,14.66,15.441,160,3.2459021714593725
Raleigh,UX1992,UX1992-38,1,1,1,4,90,NA,19.8,0.6,40.197,15.237,16.282,163,3.414141414141414
Raleigh,UX1992,UX1992-39,1,2,0,4,80,NA,18.8,2,33.512,13.092,14.401,162,2.8191489361702127
Raleigh,UX1992,UX1992-45,1,1,3,5,85,NA,20.4,3,33.407,13.453,14.188,165,2.901960784313726
Raleigh,UX1992,UX1992-48,1,2,2,4,75,NA,18.16667,2.6666667,31.034,12.492,13.854,160,3.119265482703581
Raleigh,UX1992,UX1992-49,1,3,2,5,85,NA,19.16667,2,34.429,13.485,14.399,158,2.9652168756144563
Raleigh,UX1992,UX1992-5,1,1,0,5,85,NA,20.16667,1.8333333,36.548,14.496,15.127,165,3.0743796571273294
Raleigh,UX1992,UX1992-54,1,2,0,3,85,NA,18.5,2.6666667,27.359,11.381,12.066,160,2.774774774774775
Raleigh,UX1992,UX1992-55,1,3,0,4,90,NA,18,2,37.096,14.863,15.755,160,2.966666666666667
Raleigh,UX1992,UX1992-59,1,3,2,NA,70,NA,18.8,3.6,23.976,11.439,11.496,164,2.4468085106382977
Raleigh,UX1992,UX1992-6,1,2,0,4,90,NA,18.6,3.4,40.556,14.928,15.597,163,2.6021505376344085
Raleigh,UX1992,UX1992-63,1,1,0,4,85,NA,18.83333,2,37.079,14.084,15.341,161,2.973451853708293
Raleigh,UX1992,UX1992-69,1,3,0,3,80,NA,17.83333,2,33.886,13.85,14.627,157,2.8224304340991466
Raleigh,UX1992,UX1992-70,1,3,3,7,85,NA,18.2,4,29.664,12.207,12.622,167,2.6923076923076925
Raleigh,UX1992,UX1992-72,1,2,0,3,90,NA,19,2.4,39.094,15.16,15.831,164,3.168421052631579
Raleigh,UX1992,UX1992-73,1,1,NA,3,80,NA,20.5,1.6666667,33.864,13.761,14.286,162,3.382113821138211
Raleigh,UX1992,UX1992-74,1,2,1,3,95,NA,21.33333,2.5,31.161,13.013,13.918,161,3.2265630041504694
Raleigh,UX1992,UX1992-78,1,2,1,5,85,NA,18.2,4.2,36.531,14.101,14.647,161,2.7032967032967035
Raleigh,UX1992,UX1992-80,1,1,0,4,80,NA,21.2,3,30.711,12.926,13.284,165,2.6415094339622645
Raleigh,UX1992,UX1992-81,1,2,3,3,75,NA,20.5,2.5,31.158,12.915,13.542,161,2.5609756097560976
Raleigh,UX1992,UX1992-82,1,1,0,4,80,NA,21.16667,2,32.374,13.598,14.218,165,2.8818893099386913
Raleigh,UX1992,UX1992-87,1,1,1,4,85,NA,20.6,2.2,34.74,13.498,14.507,164,2.7766990291262137
Raleigh,UX1992,UX1992-9,1,2,0,5,75,NA,17.83333,2.3333333,31.28,12.877,13.525,165,2.5887855306141176
Raleigh,UX1992,UX1992-90,1,1,0,5,85,NA,19.83333,2,34.879,13.939,14.505,165,2.731092895981999
Raleigh,UX1992,UX1992-93,1,2,1,4,80,NA,18.16667,2.3333333,28.472,12.298,13.233,160,3.027522380271123
Raleigh,UX1992,UX1992-98,1,2,0,4,90,NA,17.5,2.6666667,37.8,14.376,15.271,159,2.961904761904762
Raleigh,UX1993,UX1993-1,1,4,1,7,85,NA,20.6,0.8,35.566,13.812,14.594,157,3.4563106796116503
Raleigh,UX1993,UX1993-10,1,3,2,5,95,NA,20.83333,1,28.849,12.171,12.475,159,3.13600050176008
Raleigh,UX1993,UX1993-100,1,4,2,5,80,NA,17.6,2,NA,NA,NA,154,NA
Raleigh,UX1993,UX1993-101,1,3,1,4,85,NA,18.2,1.4,33.672,11.724,14.63,159,4.43956043956044
Raleigh,UX1993,UX1993-102,1,3,NA,5,95,NA,19.2,0.8,37.786,15.119,15.864,156,3.1666666666666665
Raleigh,UX1993,UX1993-103,1,3,NA,5,95,NA,19.6,1.4,36.022,13.633,13.839,163,1.9183673469387754
Raleigh,UX1993,UX1993-104,1,2,NA,3,105,NA,22.4,2.4,34.483,13.383,13.86,174,2.0714285714285716
Raleigh,UX1993,UX1993-105,1,3,NA,4,95,NA,19.4,2.2,31.888,12.078,12.75,158,3.144329896907217
Raleigh,UX1993,UX1993-106,1,3,NA,4,90,NA,18,1,31.629,12.203,12.632,157,3.288888888888889
Raleigh,UX1993,UX1993-112,1,3,NA,NA,70,NA,18,1.8,27.937,11.672,12.057,161,2.8555555555555556
Raleigh,UX1993,UX1993-113,1,3,NA,4,85,NA,18.4,1,37.046,14.604,15.043,159,2.6195652173913047
Raleigh,UX1993,UX1993-114,1,4,NA,6,90,NA,17.4,1,32.754,13.053,13.281,159,2.540229885057472
Raleigh,UX1993,UX1993-115,1,4,NA,5,80,NA,19.6,1.2,30.783,12.947,13.314,161,2.724489795918367
Raleigh,UX1993,UX1993-118,1,3,NA,4,95,NA,18.8,1.4,33.689,13.514,14.46,159,3.425531914893617
Raleigh,UX1993,UX1993-119,1,2,NA,NA,85,NA,19.6,1,29.493,12.86,13.17,157,3.214285714285714
Raleigh,UX1993,UX1993-122,1,2,NA,4,110,NA,18.8,1.8,37.706,14.289,14.971,158,3.180851063829787
Raleigh,UX1993,UX1993-127,1,1,NA,2,85,NA,22.4,2.2,33.144,13.067,13.945,176,3.535714285714286
Raleigh,UX1993,UX1993-131,1,3,NA,5,70,NA,19.2,1.6,36.756,14.252,14.888,160,2.96875
Raleigh,UX1993,UX1993-133,1,1,NA,4,100,NA,20.2,2.4,31.714,12.958,13.488,167,1.9603960396039606
Raleigh,UX1993,UX1993-135,1,3,NA,6,80,NA,19.6,1.2,31.475,12.943,13.498,159,3.1836734693877546
Raleigh,UX1993,UX1993-137,1,2,NA,4,85,NA,24,2.6,32.044,12.406,13.497,167,2.558333333333333
Raleigh,UX1993,UX1993-139,1,3,NA,5,80,NA,15.4,1.2,28.942,11.85,12.493,159,3.1948051948051948
Raleigh,UX1993,UX1993-14,1,3,1,4,85,NA,19.83333,1.6666667,36.374,13.437,14.594,158,3.2184879358803253
Raleigh,UX1993,UX1993-140,1,3,NA,5,85,NA,19,1.2,37.136,14.188,14.66,160,3.4
Raleigh,UX1993,UX1993-142,1,3,NA,6,85,NA,20.2,0.8,39.035,15.219,15.797,157,3.227722772277228
Raleigh,UX1993,UX1993-150,1,2,NA,3,90,NA,20.2,3,33.977,13.622,13.817,168,2.762376237623762
Raleigh,UX1993,UX1993-154,1,1,NA,4,85,NA,19.8,2,35.439,13.264,14.044,167,3.01010101010101
Raleigh,UX1993,UX1993-155,1,1,NA,3,95,NA,20.2,1.8,36.576,13.896,14.538,166,2.5445544554455446
Raleigh,UX1993,UX1993-156,1,3,1,5,90,NA,17.33333,1.5,36.397,13.961,14.868,158,2.9326928716717062
Raleigh,UX1993,UX1993-159,1,3,2,3,110,NA,17,3,36.394,13.29,14.152,165,2.929411764705882
Raleigh,UX1993,UX1993-16,1,4,2,3,100,NA,18.66667,0.6666667,37.595,14.854,15.368,161,3.401785106824088
Raleigh,UX1993,UX1993-161,1,2,1,4,90,NA,18.83333,1.6666667,34.494,13.379,13.854,159,2.7964606719399416
Raleigh,UX1993,UX1993-163,1,1,2,3,90,NA,20.5,1.8333333,30.506,12.476,12.894,168,3.048780487804878
Raleigh,UX1993,UX1993-164,1,4,2,5,80,NA,17,2.6,28.986,12.616,12.821,154,2.4352941176470586
Raleigh,UX1993,UX1993-17,1,3,3,4,100,NA,18.83333,2.1666667,41.666,15.432,16.259,161,2.787611112851524
Raleigh,UX1993,UX1993-170,1,1,0,3,95,NA,19.16667,2.1666667,36.727,14.076,14.547,169,2.7304343077505555
Raleigh,UX1993,UX1993-172,1,3,1,6,90,NA,19.83333,2.1666667,33.865,13.689,14.217,157,2.7058828077113963
Raleigh,UX1993,UX1993-173,1,3,2,5,90,NA,19.5,1.5,34.758,13.868,14.281,160,3.051282051282051
Raleigh,UX1993,UX1993-174,1,1,2,5,85,NA,19.4,1.8,30.766,13.068,13.585,162,2.2268041237113407
Raleigh,UX1993,UX1993-175,1,3,1,4,100,NA,18.33333,2,35.499,14.351,15.141,159,3.2363642247934954
Raleigh,UX1993,UX1993-177,1,3,0,6,90,NA,17.66667,1.5,34.153,13.479,14.445,156,3.3867918138128656
Raleigh,UX1993,UX1993-18,1,3,2,5,95,NA,17,1.1666667,36.222,13.907,14.901,162,3.1470588235294117
Raleigh,UX1993,UX1993-180,1,1,2,4,95,NA,19.2,2.2,31.971,13.03,13.731,170,3.458333333333334
Raleigh,UX1993,UX1993-186,1,3,3,5,85,NA,18.83333,1.3333333,33.113,13.301,13.802,159,3.1681421536534784
Raleigh,UX1993,UX1993-188,1,3,2.5,4,95,NA,17.416665000000002,2.1666667,38.034,13.965499999999999,14.652000000000001,156,2.787908200575881
