family,trait,marker,MAF,p
UX2031,Powdery_mildew,S1A_533219217,0.4409722222222222,1.7384105088898437e-7
UX2031,Powdery_mildew,S1A_534055716,0.45138888888888884,5.362101050632523e-9
UX2031,Powdery_mildew,S1A_535433567,0.45138888888888884,2.827371636965506e-12
UX2031,Powdery_mildew,S1A_536609007,0.4652777777777778,1.2286375855429837e-10
UX2031,Powdery_mildew,S1A_536614397,0.4652777777777778,1.0848728840688335e-11
UX2031,Powdery_mildew,S1A_536664287,0.4652777777777778,1.993883102147446e-7
UX2031,Powdery_mildew,S1A_537350548,0.4652777777777778,2.060664662849753e-11
UX2031,Powdery_mildew,S1A_538665170,0.4652777777777778,6.248736389749163e-13
UX2031,Powdery_mildew,S1A_538778223,0.4652777777777778,1.0748927260313556e-16
UX2031,Powdery_mildew,S1A_540665495,0.4652777777777778,1.9414333339528525e-14
UX2031,Powdery_mildew,S1B_6426034,0.4236111111111111,5.138072292979809e-18
UX2031,Powdery_mildew,S1B_6426058,0.4236111111111111,3.464696605625679e-17
UX2031,Powdery_mildew,S1B_6426067,0.4236111111111111,2.5418551979504536e-25
UX2031,Powdery_mildew,S1B_6426099,0.42361111111111116,3.476310806853493e-9
UX2031,Powdery_mildew,S1B_8181676,0.46875,2.867391100568269e-6
UX2031,Powdery_mildew,S1B_10014975,0.2916666666666667,2.7080502084466456e-8
UX2031,Powdery_mildew,S1B_13629533,0.4722222222222222,3.3736344553782865e-7
UX2031,Powdery_mildew,S1B_21523313,0.46875,8.221917325481887e-9
UX2031,Powdery_mildew,S1D_907109,0.4861111111111111,7.078345340158532e-33
UX2031,Powdery_mildew,S1D_6591780,0.4861111111111111,2.5113459816995926e-12
UX2031,Powdery_mildew,S1D_7868939,0.44791666666666663,1.4608891485508163e-33
UX2031,Powdery_mildew,S1D_7868970,0.4479166666666667,7.389968685135679e-14
UX2031,Powdery_mildew,S1D_7868986,0.4479166666666667,4.427193296891999e-30
UX2031,Powdery_mildew,S1D_12149379,0.3645833333333333,4.0116460349611295e-8
UX2031,Powdery_mildew,S1D_28821288,0.39583333333333337,1.0260340715167084e-8
UX2031,Powdery_mildew,S1D_308140346,0.3506944444444444,2.160380780078389e-9
UX2031,Powdery_mildew,S2A_753998397,0.4826388888888889,1.6917047079623612e-6
UX2031,Powdery_mildew,S5B_631548300,0.2986111111111111,1.5590268122843612e-9
UX2031,Powdery_mildew,S6A_346595866,0.2951388888888889,1.5174064695931462e-7
UX2031,Powdery_mildew,S6B_666174498,0.4131944444444444,4.34292980091449e-51
UX2031,Powdery_mildew,S7A_309378583,0.4444444444444444,4.372278615485999e-42
UX2031,Powdery_mildew,S7A_709783496,0.42708333333333337,2.2839958514416966e-18
UX2031,Powdery_mildew,S7A_709787710,0.4270833333333333,5.924347586355034e-12
UX2031,Powdery_mildew,S7A_710958702,0.4270833333333333,1.0104248709397371e-12
UX2031,Powdery_mildew,S7A_713757590,0.4340277777777778,1.5942331424091016e-9
UX2031,Powdery_mildew,S7A_714316889,0.4340277777777778,8.974377897056091e-10
UX2031,Powdery_mildew,S7A_714762188,0.4340277777777778,3.9487169860734185e-7
UX2031,Powdery_mildew,S7A_714762232,0.4340277777777778,2.0266337170864927e-6
UX2031,Powdery_mildew,S7A_714858412,0.4131944444444444,1.1806180143859182e-12
UX2031,Powdery_mildew,S7A_716376467,0.41666666666666663,2.43725104618577e-14
UX2031,Powdery_mildew,S7A_717825202,0.4375,1.7055794281505753e-9
UX2031,Powdery_mildew,S7A_719583701,0.4340277777777778,2.2121036795639588e-10
UX2031,Powdery_mildew,S7A_720348461,0.4340277777777778,6.474585305227314e-13
UX2031,Powdery_mildew,S7A_720585892,0.4340277777777778,6.631534941173499e-13
UX2031,Powdery_mildew,S7A_720847585,0.4340277777777778,1.0800489619110863e-18
UX2031,Powdery_mildew,S7A_724031294,0.26736111111111116,5.711883464570731e-19
UX2031,Powdery_mildew,S7A_724115122,0.4444444444444444,8.340386017270171e-8
UX2031,Powdery_mildew,S7A_733446976,0.4756944444444444,9.248380943086131e-21
UX2031,Powdery_mildew,S7A_734655707,0.4756944444444444,3.1502226186432417e-15
UX2031,Powdery_mildew,S7A_736437101,0.4756944444444444,2.5754297311502315e-21
UX1989,Height,S2A_431080012,0.4444444444444444,3.313685600494125e-6
UX1989,Height,S2A_514858401,0.45833333333333337,1.928375893579287e-6
UX1989,Height,S2B_236583799,0.3576388888888889,1.7351269635262489e-6
UX1989,Height,S2B_391103173,0.3506944444444444,2.399098003626121e-6
UX1989,Height,S2B_399354475,0.3506944444444444,3.642720240018442e-7
UX1989,Height,S2B_409664093,0.3506944444444444,2.8480516840710614e-6
UX1989,Height,S2B_412775324,0.3506944444444444,5.74632059986271e-7
UX1989,Height,S2B_452775448,0.35763888888888884,3.214886021284227e-6
UX1989,Height,S2B_475610611,0.34375,2.756595575936806e-6
UX1989,Height,S2B_528879939,0.3506944444444444,3.2541941594854255e-6
UX1989,Height,S2B_565059786,0.3611111111111111,1.7163137475787522e-6
UX1989,Height,S2B_601784525,0.375,1.5743942137540485e-8
UX1989,Height,S2D_556012409,0.45486111111111116,3.3909098086827975e-6
UX1989,Height,S3B_493277220,0.4305555555555556,1.792871133820923e-6
UX1989,Height,S3B_685317195,0.39583333333333337,1.7001272809541099e-6
UX1989,Height,S3B_700927199,0.39583333333333337,8.505121384877743e-7
UX1989,Height,S3B_711110662,0.3854166666666667,1.7140495037685102e-6
UX1989,Height,S3B_723475209,0.39583333333333337,3.4062488006825414e-6
UX1989,Height,S3B_818316042,0.4097222222222222,1.5450018115738712e-7
UX1989,Height,S3B_818336541,0.4097222222222222,1.5450018115738712e-7
UX1989,Height,S3B_818410201,0.4131944444444444,2.8545680440326498e-9
UX1989,Height,S4A_58223442,0.4340277777777778,1.5201565129372691e-6
UX1989,Height,S4A_137557861,0.4131944444444444,3.335854680079833e-8
UX1989,Height,S4A_167769946,0.4097222222222222,3.77007952450101e-9
UX1989,Height,S4A_182920543,0.4027777777777778,2.4902319488377987e-7
UX1989,Height,S4A_227691695,0.3888888888888889,5.881300276372198e-8
UX1989,Height,S4A_350001495,0.4027777777777778,4.579059870433469e-8
UX1989,Height,S4A_352495200,0.4097222222222222,3.2375182363382508e-6
UX1989,Height,S4A_440033637,0.4097222222222222,5.504870556024218e-8
UX1989,Height,S4A_538895487,0.4131944444444444,4.962587273333075e-10
UX1989,Height,S4A_544067894,0.39236111111111116,4.74730289402549e-10
UX1989,Height,S4A_544628546,0.39583333333333337,2.6645932930004964e-7
UX1989,Height,S4A_552215864,0.3958333333333333,5.237941412760552e-12
UX1989,Height,S4A_559591696,0.3854166666666667,9.92884835224557e-10
UX1989,Height,S4A_566299349,0.3993055555555556,1.0214422439871166e-6
UX1989,Height,S4A_669437576,0.42013888888888884,1.5490152924863613e-6
UX1989,Height,S4A_702066266,0.42013888888888884,2.960570915358437e-6
UX1989,Height,S4A_703230340,0.42013888888888884,2.419778383128986e-6
UX1989,Height,S4A_712109101,0.4131944444444444,2.533564947493375e-7
UX1989,Height,S4A_725505202,0.4131944444444444,2.629039301494829e-7
UX1989,Height,S4A_725538462,0.4131944444444444,2.849750826428e-7
UX1989,Height,S5A_38123308,0.48263888888888884,4.5329208863461943e-7
UX1989,Height,S5A_51793344,0.4722222222222222,3.015546645207895e-8
UX1989,Height,S5A_75355976,0.4722222222222222,1.2625729360101249e-6
UX1989,Height,S5A_164067869,0.4722222222222222,3.932283478820276e-13
UX1989,Height,S5A_169302618,0.4722222222222222,4.1107249472748587e-10
UX1989,Height,S5A_174574211,0.4722222222222222,7.582472044125699e-7
UX1989,Height,S5A_304540878,0.4652777777777778,3.232120252094053e-11
UX1989,Height,S5A_305787170,0.4652777777777778,1.2956856930805337e-12
UX1989,Height,S5A_494870877,0.4444444444444444,1.953132945604231e-6
UX1989,Height,S5A_575821560,0.42708333333333337,2.1558099430108532e-13
UX1989,Height,S5A_577827993,0.4930555555555556,6.535629251003733e-10
UX1989,Height,S5A_580797168,0.4409722222222222,1.3785321706803763e-6
UX1989,Height,S5A_584456955,0.4340277777777778,3.403414316097911e-12
UX1989,Height,S5A_585018041,0.33333333333333337,1.189932830255418e-12
UX1989,Height,S5A_597750832,0.4652777777777778,1.8498299252509184e-6
UX1989,Height,S6A_30379878,0.41666666666666663,3.624347245597639e-7
UX1989,Height,S6A_32900471,0.41666666666666663,5.836899935704052e-8
UX1989,Height,S6A_35637975,0.4131944444444444,1.174868406893317e-8
UX1989,Height,S6A_36702322,0.42013888888888884,5.671500008976709e-8
UX1989,Height,S6A_36724475,0.42013888888888884,1.3670424680629532e-8
UX1989,Height,S6A_36948651,0.4201388888888889,7.053728950804107e-9
UX1989,Height,S6A_49099565,0.42708333333333337,2.3606580098830315e-8
UX1989,Height,S6A_49870909,0.40625,4.268635525460637e-7
UX1989,Height,S6A_49870910,0.40625,8.696372927189595e-7
UX1989,Height,S6A_51375466,0.40625,1.9774561627832857e-8
UX1989,Height,S6A_52784339,0.4166666666666667,3.645874117425368e-8
UX1989,Height,S6A_58591286,0.4027777777777778,4.687156398549438e-9
UX1989,Height,S6A_60589355,0.48611111111111116,1.0051156362108412e-11
UX1989,Height,S6A_63178124,0.4861111111111111,3.6392923019828635e-12
UX1989,Height,S6A_64351211,0.4861111111111111,7.815315510526936e-9
UX1989,Height,S6A_67026538,0.4861111111111111,5.497814452801507e-8
UX1989,Height,S6A_67484956,0.4861111111111111,5.6070946898292965e-11
UX1989,Height,S6A_70030161,0.4756944444444444,9.310854967765502e-11
UX1989,Height,S6A_70239703,0.4861111111111111,1.778612791818691e-11
UX1989,Height,S6A_74563468,0.4930555555555556,3.632024632904763e-14
UX1989,Height,S6A_76625816,0.48958333333333337,2.8323190817376374e-12
UX1989,Height,S6A_78032830,0.4895833333333333,4.2927020707489766e-8
UX1989,Height,S6A_83497692,0.4895833333333333,8.896977726321984e-8
UX1989,Height,S6A_86027142,0.4895833333333333,1.1697329735833328e-9
UX1989,Height,S6A_92886996,0.4756944444444444,1.2593366047657204e-10
UX1989,Height,S6A_96790897,0.4756944444444444,8.735085120884927e-9
UX1989,Height,S6A_98064510,0.4756944444444444,3.858692480946399e-9
UX1989,Height,S6A_99795250,0.4722222222222222,1.0729507231663344e-13
UX1989,Height,S6A_100062732,0.4756944444444444,1.1373527375922923e-17
UX1989,Height,S6A_106080668,0.46875,8.043472327333397e-16
UX1989,Height,S6A_106479262,0.46875,4.458357961836554e-12
UX1989,Height,S6A_108213749,0.4652777777777778,2.235182617205228e-11
UX1989,Height,S6A_123541747,0.4652777777777778,7.072574895219447e-16
UX1989,Height,S6A_146443230,0.4652777777777778,6.45727269475168e-19
UX1989,Height,S6A_192541070,0.4652777777777778,2.5984332354784957e-10
UX1989,Height,S6A_199016558,0.4652777777777778,1.6444412732598127e-6
UX1989,Height,S6A_266973567,0.4652777777777778,4.904852977661987e-27
UX1989,Height,S6A_339647726,0.4652777777777778,1.4049221315092186e-12
UX1989,Height,S6A_361416406,0.4652777777777778,6.022923162948975e-23
UX1989,Height,S6A_378862010,0.2638888888888889,1.117895242372649e-10
UX1989,Height,S6A_421525668,0.44791666666666663,1.3869206937314456e-19
UX1989,Height,S6A_421525674,0.44791666666666663,1.6557514605532096e-9
UX1989,Height,S6A_428106357,0.4409722222222222,4.880436647624145e-23
UX1989,Height,S6A_447878636,0.4444444444444444,1.0578774222778207e-11
UX1989,Height,S6A_448055504,0.4444444444444444,1.3999866282402863e-14
UX1989,Height,S6A_449689420,0.4409722222222222,6.882865492106783e-20
UX1989,Height,S6A_449807950,0.4409722222222222,4.5771435378470857e-23
UX1989,Height,S6A_449964357,0.4409722222222222,1.6313687657859554e-18
UX1989,Height,S6A_459678701,0.4409722222222222,1.920556033651314e-16
UX1989,Height,S6A_469551147,0.4409722222222222,4.240735698937115e-17
UX1989,Height,S6A_473574940,0.4409722222222222,2.394980697658059e-13
UX1989,Height,S6A_499197587,0.4305555555555556,1.3104718455564811e-11
UX1989,Height,S6A_520667476,0.4131944444444444,3.0095658277852887e-9
UX1989,Height,S6A_520845639,0.4131944444444444,8.543319910474908e-17
UX1989,Height,S6A_524060173,0.2569444444444444,6.039602152536781e-10
UX1989,Height,S6A_538501148,0.42361111111111116,3.5118360259600843e-9
UX1989,Height,S6A_555753441,0.42013888888888884,4.983917094215972e-9
UX1989,Height,S6A_555860128,0.42013888888888884,9.430964293244635e-10
UX1989,Height,S6A_559740187,0.42708333333333337,2.9771496054857234e-9
UX1989,Height,S6A_563486116,0.4305555555555556,1.1993720000405803e-6
UX1989,Height,S6A_566421913,0.4236111111111111,2.9236991046688303e-7
UX1989,Height,S6A_573489517,0.42361111111111116,3.1406965932492505e-7
UX1991,Height,S1B_9270112,0.3830845771144279,1.1711994113554773e-6
UX1991,Height,S1B_9291961,0.42039800995024873,2.3508751464198696e-6
UX1991,Height,S1B_12778797,0.43781094527363185,6.138481448171654e-7
UX1991,Height,S1B_563030530,0.4552238805970149,3.3510762179260543e-6
UX1991,Height,S2A_431080012,0.4029850746268657,3.313685600494125e-6
UX1991,Height,S2A_514858401,0.40049751243781095,1.928375893579287e-6
UX1991,Height,S2B_528879939,0.39054726368159204,3.2541941594854255e-6
UX1991,Height,S2D_62615629,0.4129353233830846,4.986510216819943e-7
UX1991,Height,S2D_63526400,0.4129353233830846,2.5247616795142096e-8
UX1991,Height,S2D_69503850,0.4104477611940298,2.509740833164651e-6
UX1991,Height,S2D_69798438,0.4104477611940298,2.3185793956810518e-7
UX1991,Height,S2D_70643043,0.4104477611940298,1.1105219060318322e-6
UX1991,Height,S2D_78710082,0.4328358208955224,1.228833080266249e-8
UX1991,Height,S2D_80041990,0.4477611940298507,2.78641680553574e-6
UX1991,Height,S2D_80219965,0.4477611940298507,4.774784806876094e-7
UX1991,Height,S2D_82867231,0.43781094527363185,9.128326558673397e-7
UX1991,Height,S2D_87257267,0.43781094527363185,2.4233987990717216e-6
UX1991,Height,S3A_20359693,0.3855721393034826,1.4704625882186683e-6
UX1991,Height,S3A_21265218,0.3855721393034826,1.580790273604777e-6
UX1991,Height,S3A_21787498,0.38308457711442784,6.646922436080535e-11
UX1991,Height,S3A_21799570,0.38308457711442784,6.646922436080535e-11
UX1991,Height,S3A_22127712,0.38308457711442784,1.6291766371799888e-7
UX1991,Height,S3A_23394072,0.3980099502487562,8.901980243830279e-8
UX1991,Height,S3A_23651474,0.39303482587064675,1.0293740958735658e-7
UX1991,Height,S3A_24532914,0.38557213930348255,2.0337874667572637e-7
UX1991,Height,S3A_24612138,0.3855721393034826,7.378985276080266e-7
UX1991,Height,S3A_24747957,0.38557213930348255,1.7310762484601521e-7
UX1991,Height,S3B_827445115,0.43532338308457713,8.177544033445406e-9
UX1991,Height,S3B_827447768,0.43532338308457713,3.4463755160626366e-8
UX1991,Height,S4A_167769946,0.4850746268656716,3.77007952450101e-9
UX1991,Height,S4A_182920543,0.48009950248756217,2.4902319488377987e-7
UX1991,Height,S4A_350001495,0.48009950248756217,4.579059870433469e-8
UX1991,Height,S4A_440033637,0.48009950248756217,5.504870556024218e-8
UX1991,Height,S4A_538895487,0.48258706467661694,4.962587273333075e-10
UX1991,Height,S4A_544067894,0.4776119402985075,4.74730289402549e-10
UX1991,Height,S4A_544628546,0.4776119402985075,2.6645932930004964e-7
UX1991,Height,S4A_552215864,0.47761194029850745,5.237941412760552e-12
UX1991,Height,S4A_559591696,0.47761194029850745,9.92884835224557e-10
UX1991,Height,S4A_566299349,0.48258706467661694,1.0214422439871166e-6
UX1991,Height,S4A_669386657,0.4975124378109453,1.1564233980899275e-8
UX1991,Height,S4A_669437576,0.4975124378109453,1.5490152924863613e-6
UX1991,Height,S4A_702066266,0.42039800995024873,2.960570915358437e-6
UX1991,Height,S4A_703230340,0.4900497512437811,2.419778383128986e-6
UX1991,Height,S4A_708631185,0.41044776119402987,7.747130052328006e-8
UX1991,Height,S4A_712109101,0.4925373134328358,2.533564947493375e-7
UX1991,Height,S4A_712514864,0.48756218905472637,2.44400054938796e-6
UX1991,Height,S4A_712956118,0.4850746268656716,1.218017089530502e-6
UX1991,Height,S4A_723640688,0.49502487562189057,1.9192673311636342e-6
UX1991,Height,S5A_494870877,0.49502487562189057,1.953132945604231e-6
UX1991,Height,S5D_548355090,0.4502487562189055,1.5150601066077707e-6
UX1991,Height,S5D_548554235,0.44527363184079605,1.3225416958446292e-7
UX1991,Height,S5D_549580733,0.4502487562189055,2.8510786335213396e-7
UX1991,Height,S6A_49121133,0.48756218905472637,3.971374447729326e-7
UX1992,Height,S1B_591364719,0.4367469879518072,1.6969570383940423e-6
UX1992,Height,S2B_2416583,0.5,1.4686557957456167e-6
UX1992,Height,S2B_391103173,0.3358433734939759,2.399098003626121e-6
UX1992,Height,S2B_399354475,0.4864457831325301,3.642720240018442e-7
UX1992,Height,S2B_409664093,0.4864457831325301,2.8480516840710614e-6
UX1992,Height,S2B_412775324,0.4894578313253012,5.74632059986271e-7
UX1992,Height,S2B_452775448,0.4954819277108434,3.214886021284227e-6
UX1992,Height,S2B_475610611,0.4924698795180723,2.756595575936806e-6
UX1992,Height,S2B_528879939,0.47740963855421686,3.2541941594854255e-6
UX1992,Height,S3B_493277220,0.49096385542168675,1.792871133820923e-6
UX1992,Height,S3B_684637600,0.4894578313253012,1.1919254201292818e-7
UX1992,Height,S3B_685317195,0.4894578313253012,1.7001272809541099e-6
UX1992,Height,S3B_692021127,0.4924698795180723,1.8534419662220659e-6
UX1992,Height,S3B_700927199,0.4894578313253012,8.505121384877743e-7
UX1992,Height,S3B_711110662,0.4879518072289157,1.7140495037685102e-6
UX1992,Height,S3B_711349262,0.4879518072289157,2.824364124515164e-6
UX1992,Height,S3B_714997886,0.49096385542168675,7.048198867960119e-7
UX1992,Height,S3B_716317143,0.49096385542168675,6.070051696554636e-7
UX1992,Height,S3B_719851432,0.4894578313253012,1.3784612965645422e-6
UX1992,Height,S3B_723475209,0.4924698795180723,3.4062488006825414e-6
UX1992,Height,S3B_818316042,0.47740963855421686,1.5450018115738712e-7
UX1992,Height,S3B_818336541,0.47740963855421686,1.5450018115738712e-7
UX1992,Height,S3B_818410201,0.47740963855421686,2.8545680440326498e-9
UX1992,Height,S3B_824290073,0.4849397590361446,1.750038210406287e-13
UX1992,Height,S3B_825427364,0.4849397590361446,8.549671865637923e-13
UX1992,Height,S3B_825490212,0.4849397590361446,1.3991445821834736e-10
UX1992,Height,S3B_825523828,0.4849397590361446,2.311180591681708e-12
UX1992,Height,S3B_825887076,0.4819277108433735,2.4592718661681516e-12
UX1992,Height,S3B_825992776,0.4849397590361446,1.7002678672520243e-7
UX1992,Height,S3B_826500808,0.47891566265060237,8.115138684027033e-14
UX1992,Height,S3B_826652050,0.47891566265060237,2.1093059273487136e-11
UX1992,Height,S3B_826723275,0.47891566265060237,1.6885178594223496e-9
UX1992,Height,S3B_827445115,0.47891566265060237,8.177544033445406e-9
UX1992,Height,S3B_827447768,0.47891566265060237,3.4463755160626366e-8
UX1992,Height,S3B_829355285,0.48042168674698793,1.2003473987548793e-10
UX1992,Height,S3B_829359363,0.48042168674698793,1.0452133074028731e-7
UX1992,Height,S3B_829558794,0.4713855421686747,1.8246628148544007e-6
UX1992,Height,S4A_167769946,0.49548192771084343,3.77007952450101e-9
UX1992,Height,S4A_227691695,0.4939759036144578,5.881300276372198e-8
UX1992,Height,S4A_350001495,0.49849397590361444,4.579059870433469e-8
UX1992,Height,S4A_538895487,0.49548192771084343,4.962587273333075e-10
UX1992,Height,S4A_566299349,0.49698795180722893,1.0214422439871166e-6
UX1992,Height,S4A_669386657,0.41716867469879515,1.1564233980899275e-8
UX1992,Height,S4A_669437576,0.41716867469879515,1.5490152924863613e-6
UX1992,Height,S4A_702066266,0.42469879518072284,2.960570915358437e-6
UX1992,Height,S4A_703230340,0.41415662650602414,2.419778383128986e-6
UX1992,Height,S4A_703230353,0.4262048192771084,6.16651394141182e-7
UX1992,Height,S4A_712109101,0.4186746987951807,2.533564947493375e-7
UX1992,Height,S4A_712956118,0.4186746987951807,1.218017089530502e-6
UX1992,Height,S4D_469162644,0.49397590361445787,7.946000397477676e-8
UX1992,Height,S5A_494870877,0.4924698795180723,1.953132945604231e-6
UX1992,Height,S5A_575821560,0.4864457831325301,2.1558099430108532e-13
UX1992,Height,S5A_577827993,0.4864457831325302,6.535629251003733e-10
UX1992,Height,S5A_578832139,0.4081325301204819,3.8873266553017734e-7
UX1992,Height,S5A_580797168,0.4849397590361446,1.3785321706803763e-6
UX1992,Height,S5A_584456955,0.47891566265060237,3.403414316097911e-12
UX1992,Height,S5A_585018041,0.4789156626506024,1.189932830255418e-12
UX1992,Height,S5A_585200466,0.48493975903614456,1.0477581406119856e-10
UX1992,Height,S5A_585223490,0.48493975903614456,2.2072937240426593e-14
UX1992,Height,S6A_812787,0.49548192771084343,1.1102525598812568e-6
UX1992,Height,S6A_30379878,0.4743975903614458,3.624347245597639e-7
UX1992,Height,S6A_32900471,0.48042168674698793,5.836899935704052e-8
UX1992,Height,S6A_35637975,0.48042168674698793,1.174868406893317e-8
UX1992,Height,S6A_36702322,0.48042168674698793,5.671500008976709e-8
UX1992,Height,S6A_36724475,0.48343373493975905,1.3670424680629532e-8
UX1992,Height,S6A_36948651,0.48343373493975905,7.053728950804107e-9
UX1992,Height,S6A_49099565,0.4879518072289157,2.3606580098830315e-8
UX1992,Height,S6A_49870909,0.4864457831325301,4.268635525460637e-7
UX1992,Height,S6A_49870910,0.48493975903614456,8.696372927189595e-7
UX1992,Height,S6A_51375466,0.4939759036144578,1.9774561627832857e-8
UX1992,Height,S6A_52784339,0.49849397590361444,3.645874117425368e-8
UX1992,Height,S6A_58591286,0.4954819277108434,4.687156398549438e-9
UX1992,Height,S6A_60589355,0.48343373493975905,1.0051156362108412e-11
UX1992,Height,S6A_63178124,0.48343373493975905,3.6392923019828635e-12
UX1992,Height,S6A_64351211,0.48343373493975905,7.815315510526936e-9
UX1992,Height,S6A_67026538,0.4819277108433735,5.497814452801507e-8
UX1992,Height,S6A_67484956,0.4819277108433735,5.6070946898292965e-11
UX1992,Height,S6A_70030161,0.4924698795180723,9.310854967765502e-11
UX1992,Height,S6A_70239703,0.48343373493975905,1.778612791818691e-11
UX1992,Height,S6A_74563468,0.25903614457831325,3.632024632904763e-14
UX1992,Height,S6A_76625816,0.48493975903614456,2.8323190817376374e-12
UX1992,Height,S6A_78032830,0.2605421686746988,4.2927020707489766e-8
UX1992,Height,S6A_83497692,0.4849397590361446,8.896977726321984e-8
UX1992,Height,S6A_86027142,0.4849397590361446,1.1697329735833328e-9
UX1992,Height,S6A_90214473,0.4849397590361446,2.2300465081086238e-11
UX1992,Height,S6A_92886996,0.4849397590361446,1.2593366047657204e-10
UX1992,Height,S6A_96130216,0.4849397590361446,1.4563368610838507e-9
UX1992,Height,S6A_96790897,0.4849397590361446,8.735085120884927e-9
UX1992,Height,S6A_98064510,0.4849397590361446,3.858692480946399e-9
UX1992,Height,S6A_98211529,0.4879518072289157,3.0718218948007526e-15
UX1992,Height,S6A_99795250,0.4879518072289156,1.0729507231663344e-13
UX1992,Height,S6A_99969813,0.4879518072289156,6.69041983398077e-18
UX1992,Height,S6A_100062732,0.4879518072289156,1.1373527375922923e-17
UX1992,Height,S6A_106080668,0.4819277108433735,8.043472327333397e-16
UX1992,Height,S6A_106479262,0.4774096385542169,4.458357961836554e-12
UX1992,Height,S6A_108213749,0.47891566265060237,2.235182617205228e-11
UX1992,Height,S6A_113174486,0.47891566265060237,1.0082544753013693e-6
UX1992,Height,S6A_123541747,0.47891566265060237,7.072574895219447e-16
UX1992,Height,S6A_146443230,0.47740963855421686,6.45727269475168e-19
UX1992,Height,S6A_157164059,0.4864457831325302,6.10963289058368e-8
UX1992,Height,S6A_192541070,0.2921686746987952,2.5984332354784957e-10
UX1992,Height,S6A_199016558,0.2921686746987952,1.6444412732598127e-6
UX1992,Height,S6A_266973567,0.46837349397590367,4.904852977661987e-27
UX1992,Height,S6A_339647726,0.4006024096385542,1.4049221315092186e-12
UX1992,Height,S6A_361416406,0.39457831325301207,6.022923162948975e-23
UX1992,Height,S6A_378862010,0.29518072289156627,1.117895242372649e-10
UX1992,Height,S6A_421525668,0.4457831325301205,1.3869206937314456e-19
UX1992,Height,S6A_428106357,0.4743975903614458,4.880436647624145e-23
UX1992,Height,S6A_447878636,0.48343373493975905,1.0578774222778207e-11
UX1992,Height,S6A_448055504,0.48343373493975905,1.3999866282402863e-14
UX1992,Height,S6A_449689420,0.48343373493975905,6.882865492106783e-20
UX1992,Height,S6A_449807950,0.48343373493975905,4.5771435378470857e-23
UX1992,Height,S6A_449964357,0.48343373493975905,1.6313687657859554e-18
UX1992,Height,S6A_459678701,0.4864457831325301,1.920556033651314e-16
UX1992,Height,S6A_469551147,0.4969879518072289,4.240735698937115e-17
UX1992,Height,S6A_473574940,0.4864457831325302,2.394980697658059e-13
UX1992,Height,S6A_499197587,0.4864457831325302,1.3104718455564811e-11
UX1992,Height,S6A_520667476,0.48343373493975905,3.0095658277852887e-9
UX1992,Height,S6A_520845639,0.4864457831325301,8.543319910474908e-17
UX1992,Height,S6A_524060173,0.37349397590361444,6.039602152536781e-10
UX1992,Height,S6A_538501148,0.49096385542168675,3.5118360259600843e-9
UX1992,Height,S6A_555753441,0.49548192771084343,4.983917094215972e-9
UX1992,Height,S6A_555860128,0.49548192771084343,9.430964293244635e-10
UX1992,Height,S6A_559740187,0.49698795180722893,2.9771496054857234e-9
UX1992,Height,S6A_563486116,0.49096385542168675,1.1993720000405803e-6
UX1992,Height,S6A_566421913,0.4939759036144578,2.9236991046688303e-7
UX1992,Height,S6A_568516292,0.4954819277108434,2.0353666681391614e-6
UX1992,Height,S6A_573489517,0.48042168674698793,3.1406965932492505e-7
UX1993,Height,S1B_9270112,0.3434343434343434,1.1711994113554773e-6
UX1993,Height,S1B_12778797,0.3409090909090909,6.138481448171654e-7
UX1993,Height,S1B_585322218,0.3813131313131313,2.1190651098930808e-6
UX1993,Height,S1B_591364719,0.3686868686868687,1.6969570383940423e-6
UX1993,Height,S2A_431080012,0.41666666666666663,3.313685600494125e-6
UX1993,Height,S2A_514858401,0.41414141414141414,1.928375893579287e-6
UX1993,Height,S2B_2416583,0.45707070707070707,1.4686557957456167e-6
UX1993,Height,S2B_24883480,0.46464646464646464,1.6897846586557332e-6
UX1993,Height,S2B_391103173,0.3282828282828283,2.399098003626121e-6
UX1993,Height,S2D_62615629,0.4494949494949495,4.986510216819943e-7
UX1993,Height,S2D_63526400,0.4494949494949495,2.5247616795142096e-8
UX1993,Height,S2D_69503850,0.4545454545454546,2.509740833164651e-6
UX1993,Height,S2D_69798438,0.4545454545454546,2.3185793956810518e-7
UX1993,Height,S2D_70643043,0.4545454545454546,1.1105219060318322e-6
UX1993,Height,S2D_78710082,0.494949494949495,1.228833080266249e-8
UX1993,Height,S2D_80041990,0.49242424242424243,2.78641680553574e-6
UX1993,Height,S2D_82867231,0.49242424242424243,9.128326558673397e-7
UX1993,Height,S3A_20359693,0.43939393939393945,1.4704625882186683e-6
UX1993,Height,S3A_21265218,0.43939393939393945,1.580790273604777e-6
UX1993,Height,S3A_21787498,0.4494949494949495,6.646922436080535e-11
UX1993,Height,S3A_21799570,0.4494949494949495,6.646922436080535e-11
UX1993,Height,S3A_22127712,0.4494949494949495,1.6291766371799888e-7
UX1993,Height,S3A_23394072,0.4318181818181818,8.901980243830279e-8
UX1993,Height,S3A_23651474,0.43939393939393945,1.0293740958735658e-7
UX1993,Height,S3A_24532914,0.46464646464646464,2.0337874667572637e-7
UX1993,Height,S3A_24612138,0.4671717171717171,7.378985276080266e-7
UX1993,Height,S3A_24747957,0.4696969696969697,1.7310762484601521e-7
